Time_abs/ps, Signal/nA
  2370.000,    -0.017869
  2370.050,    -0.012752
  2370.100,    -0.010631
  2370.150,    -0.006512
  2370.200,    -0.003497
  2370.250,     0.012307
  2370.300,     0.006508
  2370.350,     0.000217
  2370.400,     0.005343
  2370.450,     0.012400
  2370.500,     0.010905
  2370.550,     0.005243
  2370.600,     0.005215
  2370.650,     0.003821
  2370.700,    -0.004204
  2370.750,     0.003001
  2370.800,     0.004886
  2370.850,    -0.005524
  2370.900,    -0.007865
  2370.950,    -0.000991
  2371.000,     0.000355
  2371.050,    -0.002082
  2371.100,    -0.012397
  2371.150,    -0.005606
  2371.200,    -0.014068
  2371.250,    -0.015146
  2371.300,    -0.013482
  2371.350,    -0.021888
  2371.400,    -0.030083
  2371.450,    -0.024119
  2371.500,    -0.022945
  2371.550,    -0.028908
  2371.600,    -0.024834
  2371.650,    -0.021538
  2371.700,    -0.029881
  2371.750,    -0.031157
  2371.800,    -0.027491
  2371.850,    -0.024439
  2371.900,    -0.019923
  2371.950,    -0.019556
  2372.000,    -0.024484
  2372.050,    -0.019820
  2372.100,    -0.010434
  2372.150,    -0.011542
  2372.200,    -0.013924
  2372.250,    -0.016239
  2372.300,    -0.013320
  2372.350,    -0.005627
  2372.400,    -0.010852
  2372.450,    -0.007102
  2372.500,    -0.011498
  2372.550,    -0.017706
  2372.600,    -0.008879
  2372.650,    -0.016478
  2372.700,    -0.016043
  2372.750,    -0.020500
  2372.800,    -0.009972
  2372.850,    -0.004634
  2372.900,    -0.012280
  2372.950,    -0.014082
  2373.000,    -0.009472
  2373.050,    -0.012446
  2373.100,    -0.013425
  2373.150,    -0.009431
  2373.200,    -0.005407
  2373.250,    -0.006204
  2373.300,    -0.004659
  2373.350,    -0.002142
  2373.400,     0.004172
  2373.450,     0.009643
  2373.500,     0.008378
  2373.550,     0.011838
  2373.600,     0.018077
  2373.650,     0.008959
  2373.700,     0.019950
  2373.750,     0.019428
  2373.800,     0.019738
  2373.850,     0.017003
  2373.900,     0.022396
  2373.950,     0.024337
  2374.000,     0.018754
  2374.050,     0.023113
  2374.100,     0.032870
  2374.150,     0.030221
  2374.200,     0.029861
  2374.250,     0.032338
  2374.300,     0.032240
  2374.350,     0.032958
  2374.400,     0.030422
  2374.450,     0.027013
  2374.500,     0.032528
  2374.550,     0.039226
  2374.600,     0.038645
  2374.650,     0.036357
  2374.700,     0.045031
  2374.750,     0.039979
  2374.800,     0.023276
  2374.850,     0.022669
  2374.900,     0.015143
  2374.950,     0.015579
  2375.000,     0.011760
  2375.050,     0.016204
  2375.100,     0.008414
  2375.150,     0.010622
  2375.200,     0.006357
  2375.250,     0.010415
  2375.300,     0.017076
  2375.350,     0.020137
  2375.400,     0.019628
  2375.450,     0.010672
  2375.500,     0.021175
  2375.550,     0.022641
  2375.600,     0.023682
