Time_abs/ps, Signal/nA
  2370.000,    -0.006873
  2370.050,    -0.006726
  2370.100,    -0.003418
  2370.150,     0.000272
  2370.200,     0.010150
  2370.250,     0.008723
  2370.300,     0.000295
  2370.350,    -0.002407
  2370.400,    -0.010130
  2370.450,    -0.011076
  2370.500,    -0.008905
  2370.550,    -0.000467
  2370.600,    -0.000682
  2370.650,    -0.001002
  2370.700,     0.003399
  2370.750,     0.005242
  2370.800,     0.003902
  2370.850,     0.004773
  2370.900,     0.011499
  2370.950,     0.003431
  2371.000,    -0.009084
  2371.050,    -0.011101
  2371.100,    -0.013885
  2371.150,    -0.016364
  2371.200,    -0.013775
  2371.250,    -0.021362
  2371.300,    -0.024190
  2371.350,    -0.028320
  2371.400,    -0.019225
  2371.450,    -0.018524
  2371.500,    -0.024593
  2371.550,    -0.025964
  2371.600,    -0.020296
  2371.650,    -0.022126
  2371.700,    -0.025738
  2371.750,    -0.020582
  2371.800,    -0.012821
  2371.850,    -0.006146
  2371.900,    -0.009008
  2371.950,    -0.010683
  2372.000,    -0.005613
  2372.050,    -0.001947
  2372.100,     0.001406
  2372.150,    -0.002346
  2372.200,    -0.007389
  2372.250,     0.000038
  2372.300,    -0.003723
  2372.350,    -0.013141
  2372.400,    -0.012689
  2372.450,    -0.006923
  2372.500,    -0.011449
  2372.550,    -0.016382
  2372.600,    -0.015172
  2372.650,    -0.009782
  2372.700,    -0.006614
  2372.750,    -0.008831
  2372.800,     0.000716
  2372.850,    -0.004370
  2372.900,     0.001871
  2372.950,    -0.005547
  2373.000,    -0.006503
  2373.050,     0.003333
  2373.100,    -0.004975
  2373.150,     0.001347
  2373.200,     0.002104
  2373.250,     0.013604
  2373.300,     0.014268
  2373.350,     0.012005
  2373.400,     0.008096
  2373.450,     0.011549
  2373.500,     0.019059
  2373.550,     0.025835
  2373.600,     0.017590
  2373.650,     0.013591
  2373.700,     0.019741
  2373.750,     0.026421
  2373.800,     0.025919
  2373.850,     0.025076
  2373.900,     0.034076
  2373.950,     0.035322
  2374.000,     0.030621
  2374.050,     0.030133
  2374.100,     0.041214
  2374.150,     0.050720
  2374.200,     0.049718
  2374.250,     0.045580
  2374.300,     0.044977
  2374.350,     0.056578
  2374.400,     0.045654
  2374.450,     0.041586
  2374.500,     0.040278
  2374.550,     0.048802
  2374.600,     0.029703
  2374.650,     0.031718
  2374.700,     0.026327
  2374.750,     0.025534
  2374.800,     0.018785
  2374.850,     0.020248
  2374.900,     0.022748
  2374.950,     0.026486
  2375.000,     0.018072
  2375.050,     0.019762
  2375.100,     0.027219
  2375.150,     0.033583
  2375.200,     0.031927
  2375.250,     0.029652
  2375.300,     0.037505
  2375.350,     0.038130
  2375.400,     0.037880
  2375.450,     0.040689
  2375.500,     0.050089
  2375.550,     0.044583
  2375.600,     0.044870
  2375.650,     0.038825
  2375.700,     0.029983
  2375.750,     0.033648
  2375.800,     0.026956
  2375.850,     0.029332
  2375.900,     0.018968
  2375.950,     0.010599
  2376.000,     0.000541
  2376.050,    -0.002747
  2376.100,    -0.017534
  2376.150,    -0.023035
  2376.200,    -0.036508
  2376.250,    -0.052576
  2376.300,    -0.067954
  2376.350,    -0.088661
  2376.400,    -0.110125
  2376.450,    -0.141039
  2376.500,    -0.172679
  2376.550,    -0.213939
  2376.600,    -0.262084
  2376.650,    -0.308373
  2376.700,    -0.354549
  2376.750,    -0.393194
  2376.800,    -0.423748
  2376.850,    -0.412081
  2376.900,    -0.374678
  2376.950,    -0.284203
  2377.000,    -0.135395
  2377.050,     0.068453
  2377.100,     0.321075
  2377.150,     0.598771
  2377.200,     0.884657
  2377.250,     1.136142
  2377.300,     1.331052
  2377.350,     1.436698
  2377.400,     1.429905
  2377.450,     1.350007
  2377.500,     1.182737
  2377.550,     0.951430
  2377.600,     0.714551
  2377.650,     0.491232
  2377.700,     0.281625
  2377.750,     0.102772
  2377.800,    -0.029786
  2377.850,    -0.127783
  2377.900,    -0.197718
  2377.950,    -0.236179
  2378.000,    -0.259006
  2378.050,    -0.266658
  2378.100,    -0.274724
  2378.150,    -0.272967
  2378.201,    -0.265816
  2378.251,    -0.258457
  2378.301,    -0.251942
  2378.351,    -0.233773
  2378.401,    -0.213954
  2378.451,    -0.171718
  2378.501,    -0.109860
  2378.551,    -0.032114
  2378.601,     0.049993
  2378.651,     0.141563
  2378.701,     0.215734
  2378.751,     0.252345
  2378.801,     0.252255
  2378.851,     0.218742
  2378.901,     0.134651
  2378.951,     0.037727
  2379.001,    -0.054993
  2379.051,    -0.128580
  2379.101,    -0.174209
  2379.151,    -0.162782
  2379.201,    -0.100826
  2379.251,     0.012992
  2379.301,     0.134061
  2379.351,     0.249592
  2379.401,     0.341983
  2379.451,     0.405689
  2379.501,     0.423322
  2379.551,     0.417879
  2379.601,     0.389158
  2379.651,     0.342640
  2379.701,     0.310835
  2379.751,     0.285396
  2379.801,     0.268510
  2379.851,     0.276416
  2379.901,     0.277437
  2379.951,     0.286490
  2380.001,     0.311404
  2380.051,     0.336552
  2380.101,     0.372159
  2380.151,     0.411079
  2380.201,     0.457063
  2380.251,     0.500758
  2380.301,     0.548079
  2380.351,     0.589376
  2380.401,     0.632346
  2380.451,     0.670223
  2380.501,     0.696205
  2380.551,     0.706470
  2380.601,     0.703249
  2380.651,     0.688666
  2380.701,     0.669943
  2380.751,     0.637938
  2380.801,     0.604370
  2380.851,     0.574151
  2380.901,     0.554320
  2380.951,     0.556384
  2381.001,     0.600462
  2381.051,     0.658719
  2381.101,     0.755373
  2381.151,     0.862044
  2381.201,     0.965116
  2381.251,     1.044799
  2381.301,     1.102107
  2381.351,     1.111413
  2381.401,     1.095093
  2381.451,     1.048101
  2381.501,     0.991125
  2381.551,     0.934014
  2381.601,     0.883906
  2381.651,     0.857406
  2381.701,     0.844195
  2381.751,     0.864469
  2381.801,     0.882770
  2381.851,     0.897531
  2381.901,     0.883530
  2381.951,     0.849896
  2382.001,     0.785020
  2382.051,     0.690781
  2382.101,     0.577297
  2382.151,     0.460940
  2382.201,     0.331624
  2382.251,     0.231922
  2382.301,     0.157027
  2382.351,     0.101034
  2382.401,     0.063467
  2382.451,     0.051879
  2382.501,     0.021141
  2382.551,     0.004184
  2382.601,    -0.042224
  2382.651,    -0.103913
  2382.701,    -0.179477
  2382.751,    -0.289841
  2382.801,    -0.443123
  2382.851,    -0.621917
  2382.901,    -0.829086
  2382.951,    -1.063578
  2383.001,    -1.323459
  2383.051,    -1.605642
  2383.101,    -1.904425
  2383.151,    -2.228452
  2383.201,    -2.573376
  2383.251,    -2.966485
  2383.301,    -3.415868
  2383.351,    -3.937139
  2383.401,    -4.553892
  2383.451,    -5.287355
  2383.501,    -6.140630
  2383.551,    -7.120122
  2383.601,    -8.262462
  2383.651,    -9.588361
  2383.701,   -11.138004
  2383.751,   -12.973076
  2383.801,   -15.208641
  2383.851,   -17.933672
  2383.901,   -21.289234
  2383.951,   -25.398705
  2384.001,   -30.409648
  2384.051,   -36.391818
  2384.101,   -43.415063
  2384.151,   -51.459290
  2384.201,   -60.380977
  2384.251,   -69.900245
  2384.301,   -79.562279
  2384.351,   -88.562422
  2384.401,   -95.769169
  2384.451,   -99.491855
  2384.501,   -97.519676
  2384.551,   -87.055858
  2384.601,   -65.034706
  2384.651,   -28.555271
  2384.701,    24.280120
  2384.751,    93.406440
  2384.801,   175.947850
  2384.851,   265.677268
  2384.901,   353.100597
  2384.951,   426.045925
  2385.001,   471.974460
  2385.051,   480.797590
