Time_abs/ps, Signal/nA
  2370.000,    -0.023829
  2370.050,    -0.025580
  2370.100,    -0.018540
  2370.150,    -0.008411
  2370.200,    -0.003888
  2370.250,     0.003465
  2370.300,     0.011346
  2370.350,     0.011571
  2370.400,     0.005640
  2370.450,     0.009786
  2370.500,     0.012042
  2370.550,     0.005874
  2370.600,     0.005406
  2370.650,     0.002923
  2370.700,     0.007385
  2370.750,     0.007434
  2370.800,     0.005589
  2370.850,     0.002376
  2370.900,    -0.003851
  2370.950,    -0.006738
  2371.000,    -0.003137
  2371.050,    -0.007960
  2371.100,    -0.016273
  2371.150,    -0.018895
  2371.200,    -0.014834
  2371.250,    -0.018710
  2371.300,    -0.017830
  2371.350,    -0.022068
  2371.400,    -0.017519
  2371.450,    -0.018885
  2371.500,    -0.017709
  2371.550,    -0.016219
  2371.600,    -0.019663
  2371.650,    -0.014632
  2371.700,    -0.013980
  2371.750,    -0.024667
  2371.800,    -0.015645
  2371.850,    -0.016140
  2371.900,    -0.021635
  2371.950,    -0.020313
  2372.000,    -0.011318
  2372.050,    -0.009168
  2372.100,    -0.012674
  2372.150,    -0.017040
  2372.200,    -0.013318
  2372.250,    -0.015027
  2372.300,    -0.014133
  2372.350,    -0.016305
  2372.400,    -0.013293
  2372.450,    -0.014551
  2372.500,    -0.006996
  2372.550,     0.000202
  2372.600,    -0.008588
  2372.650,    -0.015148
  2372.700,    -0.011942
  2372.750,    -0.015358
  2372.800,    -0.010893
  2372.850,    -0.007767
  2372.900,    -0.005566
  2372.950,    -0.010028
  2373.000,    -0.017613
  2373.050,    -0.008470
  2373.100,    -0.015448
  2373.150,    -0.013317
  2373.200,    -0.007731
  2373.250,    -0.017331
  2373.300,    -0.013479
  2373.350,    -0.000113
  2373.400,    -0.001461
  2373.450,     0.008431
  2373.500,     0.010067
  2373.550,     0.011466
  2373.600,     0.017059
  2373.650,     0.024784
  2373.700,     0.028677
  2373.750,     0.030297
  2373.800,     0.031735
  2373.850,     0.023002
  2373.900,     0.019172
  2373.950,     0.020893
  2374.000,     0.029379
  2374.050,     0.025869
  2374.100,     0.023733
  2374.150,     0.027474
  2374.200,     0.036178
  2374.250,     0.032394
  2374.300,     0.022435
  2374.350,     0.031111
  2374.400,     0.038943
  2374.450,     0.031170
  2374.500,     0.034709
  2374.550,     0.035809
  2374.600,     0.031499
  2374.650,     0.040821
  2374.700,     0.038127
  2374.750,     0.034068
  2374.800,     0.032904
  2374.850,     0.033345
  2374.900,     0.022849
  2374.950,     0.023316
  2375.000,     0.022591
  2375.050,     0.014021
  2375.100,     0.014401
  2375.150,     0.011776
  2375.200,     0.022544
  2375.250,     0.013016
  2375.300,     0.012463
  2375.350,     0.016763
  2375.400,     0.016284
  2375.450,     0.021872
  2375.500,     0.019627
  2375.550,     0.020674
  2375.600,     0.023123
  2375.650,     0.023841
  2375.700,     0.036480
  2375.750,     0.032100
  2375.800,     0.019675
  2375.850,     0.023932
  2375.900,     0.022673
  2375.950,     0.024260
  2376.000,     0.011051
  2376.050,     0.007358
  2376.100,     0.007739
  2376.150,    -0.001321
  2376.200,    -0.010048
  2376.250,    -0.026092
  2376.300,    -0.046537
  2376.350,    -0.066458
  2376.400,    -0.090108
  2376.450,    -0.131883
  2376.500,    -0.157429
  2376.550,    -0.190270
  2376.600,    -0.235538
  2376.650,    -0.276291
