Time_abs/ps, Signal/nA
  2370.000,    -0.008115
  2370.050,     0.004645
  2370.100,     0.007812
  2370.150,     0.013799
  2370.200,     0.009878
  2370.250,     0.016958
  2370.300,     0.019693
  2370.350,     0.010900
  2370.400,     0.015861
  2370.450,     0.010364
  2370.500,     0.003420
  2370.550,     0.003147
  2370.600,    -0.000490
  2370.650,    -0.005130
  2370.700,    -0.013265
  2370.750,    -0.013859
  2370.800,    -0.020792
  2370.850,    -0.018443
  2370.900,    -0.015976
  2370.950,    -0.020408
  2371.000,    -0.008358
  2371.050,     0.002244
  2371.100,     0.009159
  2371.150,     0.021208
  2371.200,     0.029129
  2371.250,     0.040921
  2371.300,     0.048945
  2371.350,     0.049692
  2371.400,     0.053279
  2371.450,     0.058080
  2371.500,     0.071714
  2371.550,     0.073049
  2371.600,     0.079019
  2371.650,     0.083358
  2371.700,     0.089390
  2371.750,     0.094093
  2371.800,     0.101061
  2371.850,     0.103838
  2371.900,     0.108458
  2371.950,     0.118406
  2372.000,     0.134011
  2372.050,     0.146454
  2372.100,     0.148779
  2372.150,     0.146894
  2372.200,     0.158026
  2372.250,     0.167439
  2372.300,     0.174600
  2372.350,     0.179560
  2372.400,     0.181092
  2372.450,     0.190241
  2372.500,     0.186731
  2372.550,     0.185763
  2372.600,     0.184917
  2372.650,     0.181921
  2372.700,     0.174460
  2372.750,     0.174941
  2372.800,     0.176133
  2372.850,     0.175540
  2372.900,     0.171416
  2372.950,     0.178697
  2373.000,     0.174051
  2373.050,     0.168702
  2373.100,     0.170975
  2373.150,     0.166176
  2373.200,     0.172532
  2373.250,     0.167812
  2373.300,     0.156376
  2373.350,     0.147816
  2373.400,     0.152416
  2373.450,     0.151053
  2373.500,     0.143492
  2373.550,     0.136012
  2373.600,     0.126450
  2373.650,     0.120910
  2373.700,     0.114680
  2373.750,     0.102398
  2373.800,     0.099370
  2373.850,     0.107480
  2373.900,     0.114212
  2373.950,     0.104387
  2374.000,     0.104434
  2374.050,     0.102231
  2374.100,     0.096331
  2374.150,     0.093089
  2374.200,     0.092715
  2374.250,     0.092069
  2374.300,     0.090328
  2374.350,     0.089228
  2374.400,     0.080297
  2374.450,     0.084511
  2374.500,     0.083343
  2374.550,     0.082871
  2374.600,     0.085662
  2374.650,     0.091697
  2374.700,     0.096861
  2374.750,     0.104330
  2374.800,     0.108716
  2374.850,     0.107267
  2374.900,     0.108977
  2374.950,     0.109920
  2375.000,     0.121642
  2375.050,     0.121338
  2375.100,     0.119940
  2375.150,     0.115916
  2375.200,     0.109082
  2375.250,     0.106621
  2375.300,     0.095443
  2375.350,     0.077237
  2375.400,     0.049693
  2375.450,     0.019968
  2375.500,    -0.009251
  2375.550,    -0.064333
  2375.600,    -0.105721
  2375.650,    -0.165100
  2375.700,    -0.208353
  2375.750,    -0.267754
  2375.800,    -0.319168
  2375.850,    -0.348442
  2375.900,    -0.366446
  2375.950,    -0.341673
  2376.000,    -0.271290
  2376.050,    -0.137183
  2376.100,     0.071102
  2376.150,     0.359190
  2376.200,     0.675411
  2376.250,     1.019448
  2376.300,     1.374003
  2376.350,     1.667047
  2376.400,     1.873256
  2376.450,     1.981070
  2376.500,     1.973434
  2376.550,     1.874117
