Time_abs/ps, Signal/nA
  2370.000,    -0.054226
  2370.050,    -0.037691
  2370.100,    -0.026774
  2370.150,    -0.009721
  2370.200,    -0.013034
  2370.250,     0.008412
  2370.300,     0.000389
  2370.350,     0.002968
  2370.400,     0.019659
  2370.450,     0.022561
  2370.500,     0.025950
  2370.550,     0.024667
  2370.600,     0.028752
  2370.650,     0.024560
  2370.700,     0.015565
  2370.750,     0.007295
  2370.800,     0.002003
  2370.850,    -0.002385
  2370.900,    -0.011400
  2370.950,    -0.027549
  2371.000,    -0.022840
  2371.050,    -0.029705
  2371.100,    -0.038547
  2371.150,    -0.041242
  2371.200,    -0.039009
  2371.250,    -0.045555
  2371.300,    -0.049996
  2371.350,    -0.055991
  2371.400,    -0.053733
  2371.450,    -0.056005
  2371.500,    -0.054757
  2371.550,    -0.046447
  2371.600,    -0.043226
  2371.650,    -0.041190
  2371.700,    -0.035868
  2371.750,    -0.033097
  2371.800,    -0.029795
  2371.850,    -0.027403
  2371.900,    -0.026222
  2371.950,    -0.010807
  2372.000,    -0.009609
  2372.050,    -0.007880
  2372.100,    -0.014698
  2372.150,    -0.021678
  2372.200,    -0.010736
  2372.250,     0.003718
  2372.300,    -0.005095
  2372.350,     0.003431
  2372.400,     0.009334
  2372.450,     0.010933
  2372.500,     0.007668
  2372.550,     0.009713
  2372.600,     0.019472
  2372.650,     0.024370
  2372.700,     0.041418
  2372.750,     0.032079
  2372.800,     0.039823
  2372.850,     0.045133
  2372.900,     0.051993
  2372.950,     0.047034
  2373.000,     0.050749
  2373.050,     0.057951
  2373.100,     0.067080
  2373.150,     0.066089
  2373.200,     0.071099
  2373.250,     0.068876
  2373.300,     0.072439
  2373.350,     0.076518
  2373.400,     0.071520
  2373.450,     0.063594
  2373.500,     0.058463
  2373.550,     0.053350
  2373.600,     0.048702
  2373.650,     0.043689
  2373.700,     0.039085
  2373.750,     0.031328
  2373.800,     0.021798
  2373.850,     0.016639
  2373.900,     0.015651
  2373.950,     0.016157
  2374.000,     0.019532
  2374.050,     0.024169
  2374.100,     0.032243
  2374.150,     0.035988
  2374.200,     0.050336
  2374.250,     0.067960
  2374.300,     0.071334
  2374.350,     0.075670
  2374.400,     0.082486
  2374.450,     0.094548
  2374.500,     0.082306
  2374.550,     0.070670
  2374.600,     0.073022
  2374.650,     0.059938
  2374.700,     0.052094
  2374.750,     0.041700
  2374.800,     0.026752
  2374.850,     0.035188
  2374.900,     0.032291
  2374.950,     0.029728
  2375.000,     0.030458
  2375.050,     0.035578
  2375.100,     0.055303
  2375.150,     0.054873
  2375.200,     0.063651
  2375.250,     0.061878
  2375.300,     0.080992
  2375.350,     0.076335
  2375.400,     0.074513
  2375.450,     0.063125
  2375.500,     0.058525
  2375.550,     0.069537
  2375.600,     0.057197
  2375.650,     0.049464
  2375.700,     0.046367
  2375.750,     0.057626
  2375.800,     0.031228
  2375.850,     0.019496
  2375.900,     0.022395
  2375.950,     0.007887
  2376.000,    -0.000281
  2376.050,    -0.009841
  2376.100,    -0.032739
  2376.150,    -0.053937
  2376.200,    -0.064713
  2376.250,    -0.077382
  2376.300,    -0.092190
  2376.350,    -0.113883
  2376.400,    -0.136352
  2376.450,    -0.164710
  2376.500,    -0.193775
  2376.550,    -0.224751
  2376.600,    -0.264615
  2376.650,    -0.305844
  2376.700,    -0.353752
  2376.750,    -0.395852
  2376.800,    -0.440209
  2376.850,    -0.463145
  2376.900,    -0.498174
  2376.950,    -0.470828
  2377.000,    -0.397449
  2377.050,    -0.266483
  2377.100,    -0.081400
  2377.150,     0.170539
  2377.200,     0.479146
  2377.250,     0.813504
  2377.300,     1.135803
  2377.350,     1.403120
  2377.400,     1.608498
  2377.450,     1.711484
  2377.500,     1.716634
  2377.550,     1.620180
  2377.600,     1.444258
  2377.650,     1.216280
  2377.700,     0.971117
  2377.750,     0.720907
  2377.800,     0.507766
  2377.850,     0.308428
  2377.900,     0.168746
  2377.950,     0.056833
  2378.000,    -0.036330
  2378.050,    -0.109094
  2378.100,    -0.152718
  2378.150,    -0.189428
  2378.201,    -0.215308
  2378.251,    -0.245348
  2378.301,    -0.266214
  2378.351,    -0.288460
  2378.401,    -0.291158
  2378.451,    -0.304260
  2378.501,    -0.284817
  2378.551,    -0.241308
  2378.601,    -0.178479
  2378.651,    -0.096049
  2378.701,     0.000559
  2378.751,     0.087433
  2378.801,     0.167705
  2378.851,     0.200772
  2378.901,     0.195460
  2378.951,     0.146141
  2379.001,     0.057423
  2379.051,    -0.036610
  2379.101,    -0.120407
