Time_abs/ps, Signal/nA
  2370.000,     0.012463
  2370.050,     0.012866
  2370.100,     0.013403
  2370.150,     0.017446
  2370.200,     0.018486
  2370.250,     0.021518
  2370.300,     0.018116
  2370.350,     0.018878
  2370.400,     0.021531
  2370.450,     0.005830
  2370.500,     0.005407
  2370.550,     0.002726
  2370.600,    -0.000201
  2370.650,    -0.007175
  2370.700,    -0.014667
  2370.750,    -0.016379
  2370.800,    -0.023372
  2370.850,    -0.034136
  2370.900,    -0.030655
  2370.950,    -0.042086
  2371.000,    -0.034516
  2371.050,    -0.039771
  2371.100,    -0.037881
  2371.150,    -0.037419
  2371.200,    -0.027034
  2371.250,    -0.020677
  2371.300,    -0.018976
  2371.350,    -0.023609
  2371.400,    -0.018876
  2371.450,    -0.011044
  2371.500,    -0.004181
  2371.550,    -0.000432
  2371.600,     0.001418
  2371.650,     0.009040
  2371.700,     0.018601
  2371.750,     0.025351
  2371.800,     0.025628
  2371.850,     0.029303
  2371.900,     0.027724
  2371.950,     0.027137
  2372.000,     0.029730
  2372.050,     0.024724
  2372.100,     0.023224
  2372.150,     0.029415
  2372.200,     0.025824
  2372.250,     0.027978
  2372.300,     0.027788
  2372.350,     0.019212
  2372.400,     0.016629
  2372.450,     0.005515
  2372.500,     0.010934
  2372.550,     0.007747
  2372.600,    -0.003041
  2372.650,     0.005397
  2372.700,     0.004762
  2372.750,     0.005314
  2372.800,     0.004496
  2372.850,     0.003335
  2372.900,     0.009211
  2372.950,     0.005828
  2373.000,     0.010075
  2373.050,     0.014654
  2373.100,     0.012820
  2373.150,     0.011017
  2373.200,     0.016400
  2373.250,     0.022893
  2373.300,     0.021088
  2373.350,     0.026804
  2373.400,     0.030627
  2373.450,     0.033843
  2373.500,     0.052550
  2373.550,     0.056902
  2373.600,     0.054687
  2373.650,     0.065418
  2373.700,     0.070491
  2373.750,     0.069383
  2373.800,     0.076195
  2373.850,     0.084364
  2373.900,     0.081985
  2373.950,     0.083152
  2374.000,     0.088461
  2374.050,     0.085709
  2374.100,     0.079468
  2374.150,     0.079632
  2374.200,     0.085397
  2374.250,     0.085185
  2374.300,     0.076694
  2374.350,     0.071373
  2374.400,     0.071307
  2374.450,     0.059329
  2374.500,     0.062641
  2374.550,     0.053661
  2374.600,     0.054135
  2374.650,     0.054364
  2374.700,     0.055704
  2374.750,     0.055048
  2374.800,     0.047175
  2374.850,     0.052386
  2374.900,     0.043389
  2374.950,     0.055251
  2375.000,     0.055667
  2375.050,     0.049965
  2375.100,     0.043189
  2375.150,     0.054740
  2375.200,     0.058065
  2375.250,     0.057641
  2375.300,     0.057659
  2375.350,     0.054116
  2375.400,     0.045135
  2375.450,     0.058629
  2375.500,     0.042590
  2375.550,     0.045302
  2375.600,     0.047809
  2375.650,     0.046632
  2375.700,     0.051060
  2375.750,     0.044743
  2375.800,     0.044271
  2375.850,     0.043485
  2375.900,     0.044075
  2375.950,     0.040150
  2376.000,     0.048166
  2376.050,     0.042716
  2376.100,     0.033907
  2376.150,     0.035475
  2376.200,     0.031455
  2376.250,     0.020428
  2376.300,     0.010481
  2376.350,     0.017804
  2376.400,     0.021963
  2376.450,     0.023525
