Time_abs/ps, Signal/nA
  2370.000,     0.016633
  2370.050,     0.004941
  2370.100,     0.018454
  2370.150,     0.016815
  2370.200,     0.017937
  2370.250,     0.016675
  2370.300,     0.015419
  2370.350,     0.015939
  2370.400,     0.017366
  2370.450,     0.006678
  2370.500,     0.005724
  2370.550,    -0.004246
  2370.600,    -0.003273
  2370.650,    -0.007697
  2370.700,    -0.022606
  2370.750,    -0.025752
  2370.800,    -0.020208
  2370.850,    -0.021231
  2370.900,    -0.024754
  2370.950,    -0.022814
  2371.000,    -0.031093
  2371.050,    -0.020854
  2371.100,    -0.022405
  2371.150,    -0.010561
  2371.200,    -0.013916
  2371.250,    -0.006297
  2371.300,     0.002439
  2371.350,     0.007269
  2371.400,     0.018604
  2371.450,     0.028090
  2371.500,     0.028204
  2371.550,     0.027906
  2371.600,     0.027508
  2371.650,     0.033332
  2371.700,     0.044137
  2371.750,     0.046058
  2371.800,     0.046239
  2371.850,     0.050263
  2371.900,     0.055780
  2371.950,     0.062793
  2372.000,     0.066011
  2372.050,     0.072637
  2372.100,     0.081503
  2372.150,     0.077649
  2372.200,     0.081245
  2372.250,     0.080490
  2372.300,     0.084322
  2372.350,     0.091805
  2372.400,     0.084050
  2372.450,     0.090065
  2372.500,     0.085239
  2372.550,     0.085878
  2372.600,     0.082667
  2372.650,     0.086223
  2372.700,     0.073357
  2372.750,     0.080132
  2372.800,     0.079523
  2372.850,     0.081971
  2372.900,     0.072868
  2372.950,     0.063577
  2373.000,     0.068213
  2373.050,     0.076014
  2373.100,     0.070556
  2373.150,     0.069822
  2373.200,     0.062357
  2373.250,     0.053521
  2373.300,     0.054877
  2373.350,     0.057410
  2373.400,     0.051841
  2373.450,     0.044842
  2373.500,     0.038397
  2373.550,     0.037701
  2373.600,     0.040223
  2373.650,     0.028852
  2373.700,     0.027196
  2373.750,     0.025626
  2373.800,     0.020688
  2373.850,     0.026669
  2373.900,     0.027902
  2373.950,     0.030631
  2374.000,     0.022283
  2374.050,     0.029505
  2374.100,     0.023203
  2374.150,     0.023797
  2374.200,     0.019732
  2374.250,     0.008381
  2374.300,     0.000679
  2374.350,     0.002393
  2374.400,     0.006559
  2374.450,     0.001698
  2374.500,     0.000445
  2374.550,    -0.003108
  2374.600,     0.001565
  2374.650,    -0.011706
  2374.700,    -0.004286
  2374.750,    -0.001951
  2374.800,     0.004024
  2374.850,     0.009900
  2374.900,     0.018942
  2374.950,     0.010160
  2375.000,     0.007701
  2375.050,     0.001410
  2375.100,     0.002896
  2375.150,    -0.003353
  2375.200,    -0.009494
  2375.250,    -0.023353
  2375.300,    -0.037348
  2375.350,    -0.061209
  2375.400,    -0.074791
  2375.450,    -0.108123
  2375.500,    -0.129165
  2375.550,    -0.163782
  2375.600,    -0.211356
  2375.650,    -0.252150
  2375.700,    -0.301487
  2375.750,    -0.357132
  2375.800,    -0.408353
  2375.850,    -0.447681
  2375.900,    -0.451025
  2375.950,    -0.446440
