Time_abs/ps, Signal/nA
  2370.000,    -0.045989
  2370.050,    -0.035086
  2370.100,    -0.036945
  2370.150,    -0.024341
  2370.200,    -0.008014
  2370.250,    -0.006436
  2370.300,    -0.004588
  2370.350,    -0.009142
  2370.400,    -0.008242
  2370.450,     0.000684
  2370.500,     0.015874
  2370.550,     0.017077
  2370.600,     0.015874
  2370.650,     0.018985
  2370.700,     0.015168
  2370.750,     0.011255
  2370.800,     0.012936
  2370.850,     0.024013
  2370.900,     0.022613
  2370.950,     0.024303
  2371.000,     0.016111
  2371.050,     0.012271
  2371.100,     0.004557
  2371.150,    -0.009209
  2371.200,    -0.017025
  2371.250,    -0.015517
  2371.300,    -0.022122
  2371.350,    -0.033587
  2371.400,    -0.041420
  2371.450,    -0.038711
  2371.500,    -0.027142
  2371.550,    -0.031314
  2371.600,    -0.032660
  2371.650,    -0.028699
  2371.700,    -0.028569
  2371.750,    -0.033420
  2371.800,    -0.017073
  2371.850,    -0.014390
  2371.900,    -0.013078
  2371.950,    -0.009961
  2372.000,     0.009201
  2372.050,    -0.000602
  2372.100,     0.015309
  2372.150,     0.030679
  2372.200,     0.031139
  2372.250,     0.034778
  2372.300,     0.039424
  2372.350,     0.039553
  2372.400,     0.044453
  2372.450,     0.053850
  2372.500,     0.045490
  2372.550,     0.046506
  2372.600,     0.046440
  2372.650,     0.049127
  2372.700,     0.033427
  2372.750,     0.033619
  2372.800,     0.042247
  2372.850,     0.038856
  2372.900,     0.041426
  2372.950,     0.038629
  2373.000,     0.042625
  2373.050,     0.037261
  2373.100,     0.027857
  2373.150,     0.028087
  2373.200,     0.036180
  2373.250,     0.026759
  2373.300,     0.030742
  2373.350,     0.028517
  2373.400,     0.030785
  2373.450,     0.018519
  2373.500,     0.021489
  2373.550,     0.027270
  2373.600,     0.026698
  2373.650,     0.021719
  2373.700,     0.019657
  2373.750,     0.027461
  2373.800,     0.026332
  2373.850,     0.038128
  2373.900,     0.036022
  2373.950,     0.044841
  2374.000,     0.047752
  2374.050,     0.054747
  2374.100,     0.057993
  2374.150,     0.048689
  2374.200,     0.051463
  2374.250,     0.051612
  2374.300,     0.051128
  2374.350,     0.056239
  2374.400,     0.060950
  2374.450,     0.063395
  2374.500,     0.051701
  2374.550,     0.049205
  2374.600,     0.049037
  2374.650,     0.041679
  2374.700,     0.045758
  2374.750,     0.043858
  2374.800,     0.029862
  2374.850,     0.027813
  2374.900,     0.019316
  2374.950,     0.012180
  2375.000,     0.015333
  2375.050,     0.018545
  2375.100,     0.009279
  2375.150,     0.015171
  2375.200,     0.017088
  2375.250,     0.011462
  2375.300,     0.004905
  2375.350,     0.003337
  2375.400,     0.005784
  2375.450,     0.005752
  2375.500,     0.000772
  2375.550,     0.002924
  2375.600,     0.009022
  2375.650,     0.000097
  2375.700,     0.002131
  2375.750,     0.005034
  2375.800,     0.002972
  2375.850,     0.008504
  2375.900,     0.005685
  2375.950,     0.015017
  2376.000,     0.011237
  2376.050,     0.014595
  2376.100,     0.015694
  2376.150,     0.006182
  2376.200,     0.009748
  2376.250,    -0.000355
  2376.300,    -0.015480
  2376.350,    -0.014774
  2376.400,    -0.033915
  2376.450,    -0.053992
  2376.500,    -0.077684
  2376.550,    -0.110699
  2376.600,    -0.134440
  2376.650,    -0.191584
  2376.700,    -0.229001
  2376.750,    -0.276833
  2376.800,    -0.324760
  2376.850,    -0.356322
  2376.900,    -0.379601
  2376.950,    -0.380596
  2377.000,    -0.355172
  2377.050,    -0.276144
  2377.100,    -0.137322
  2377.150,     0.043942
  2377.200,     0.292135
  2377.250,     0.537362
  2377.300,     0.789048
  2377.350,     1.012256
  2377.400,     1.190440
  2377.450,     1.266563
  2377.500,     1.267389
  2377.550,     1.183172
  2377.600,     1.020941
  2377.650,     0.826389
  2377.700,     0.598564
  2377.750,     0.393029
  2377.800,     0.206968
  2377.850,     0.057682
  2377.900,    -0.074786
  2377.950,    -0.166001
  2378.000,    -0.226142
  2378.050,    -0.274584
  2378.100,    -0.296652
  2378.150,    -0.304960
  2378.201,    -0.308879
  2378.251,    -0.308322
  2378.301,    -0.307944
  2378.351,    -0.299562
  2378.401,    -0.293934
  2378.451,    -0.276040
  2378.501,    -0.254584
  2378.551,    -0.196073
  2378.601,    -0.139731
  2378.651,    -0.044810
  2378.701,     0.065354
  2378.751,     0.160942
  2378.801,     0.230706
  2378.851,     0.283065
  2378.901,     0.289298
  2378.951,     0.250315
  2379.001,     0.182921
  2379.051,     0.096549
  2379.101,    -0.006898
  2379.151,    -0.071641
  2379.201,    -0.113742
  2379.251,    -0.106956
  2379.301,    -0.049366
  2379.351,     0.032647
  2379.401,     0.120064
  2379.451,     0.219947
  2379.501,     0.297895
  2379.551,     0.333396
  2379.601,     0.344017
  2379.651,     0.340961
  2379.701,     0.316728
  2379.751,     0.278227
  2379.801,     0.247582
  2379.851,     0.228256
  2379.901,     0.211110
  2379.951,     0.222413
  2380.001,     0.228252
  2380.051,     0.244426
  2380.101,     0.265723
  2380.151,     0.302669
  2380.201,     0.337161
  2380.251,     0.372408
  2380.301,     0.404795
  2380.351,     0.450344
  2380.401,     0.487573
  2380.451,     0.512129
  2380.501,     0.548406
  2380.551,     0.584339
  2380.601,     0.600716
  2380.651,     0.607402
  2380.701,     0.603585
  2380.751,     0.595123
  2380.801,     0.579435
  2380.851,     0.545580
  2380.901,     0.495479
  2380.951,     0.466371
  2381.001,     0.434994
  2381.051,     0.442842
  2381.101,     0.459235
  2381.151,     0.529668
  2381.201,     0.601302
  2381.251,     0.694265
  2381.301,     0.794553
  2381.351,     0.879834
  2381.401,     0.935830
  2381.451,     0.958275
  2381.501,     0.942935
  2381.551,     0.903452
  2381.601,     0.849278
  2381.651,     0.796552
  2381.701,     0.751648
  2381.751,     0.724628
  2381.801,     0.714608
  2381.851,     0.722011
  2381.901,     0.744417
  2381.951,     0.743647
  2382.001,     0.733133
  2382.051,     0.712193
  2382.101,     0.656223
  2382.151,     0.581923
  2382.201,     0.480212
  2382.251,     0.376822
  2382.301,     0.267248
  2382.351,     0.180407
  2382.401,     0.103669
  2382.451,     0.062847
  2382.501,     0.045544
  2382.551,     0.034823
  2382.601,     0.030313
  2382.651,     0.015963
  2382.701,    -0.000648
  2382.751,    -0.025853
  2382.801,    -0.080566
  2382.851,    -0.155191
  2382.901,    -0.268226
  2382.951,    -0.422004
  2383.001,    -0.599527
  2383.051,    -0.802152
  2383.101,    -1.043581
  2383.151,    -1.300796
  2383.201,    -1.569316
  2383.251,    -1.849985
  2383.301,    -2.170027
  2383.351,    -2.519498
  2383.401,    -2.926043
  2383.451,    -3.403443
  2383.501,    -3.977835
  2383.551,    -4.677699
  2383.601,    -5.507330
  2383.651,    -6.510925
  2383.701,    -7.707118
  2383.751,    -9.116766
  2383.801,   -10.824966
  2383.851,   -12.851464
  2383.901,   -15.290661
  2383.951,   -18.210694
  2384.001,   -21.684406
  2384.051,   -25.774905
  2384.101,   -30.560086
  2384.151,   -36.040422
  2384.201,   -42.232221
  2384.251,   -49.095603
  2384.301,   -56.536184
  2384.351,   -64.347054
  2384.401,   -72.164409
  2384.451,   -79.388022
  2384.501,   -85.032072
  2384.551,   -87.713639
  2384.601,   -85.445600
  2384.651,   -75.725446
  2384.701,   -55.743886
  2384.751,   -22.842829
  2384.801,    24.758932
  2384.851,    87.062526
  2384.901,   161.421813
  2384.951,   242.030209
  2385.001,   320.040523
  2385.051,   384.341063
  2385.101,   423.630794
  2385.151,   429.223931
  2385.201,   397.883092
  2385.251,   333.048656
  2385.301,   243.785161
  2385.351,   142.299216
  2385.401,    40.745713
  2385.451,   -50.859823
  2385.501,  -125.562559
  2385.551,  -179.825092
  2385.601,  -213.219916
  2385.651,  -227.857742
  2385.701,  -227.181693
  2385.751,  -215.058404
  2385.801,  -195.344526
  2385.851,  -171.675649
  2385.901,  -147.305750
  2385.951,  -124.733733
  2386.001,  -105.288424
  2386.051,   -89.150621
  2386.101,   -75.463672
  2386.151,   -62.730125
  2386.201,   -49.115931
  2386.251,   -32.895707
  2386.301,   -12.795322
  2386.351,    11.328713
  2386.401,    37.891058
  2386.451,    63.251250
  2386.501,    82.483623
  2386.551,    90.618515
  2386.601,    84.375149
  2386.651,    63.344249
  2386.701,    30.390852
  2386.751,    -9.200513
  2386.801,   -48.576902
  2386.851,   -80.533200
  2386.901,   -98.584817
  2386.951,   -98.510916
  2387.001,   -80.014559
  2387.051,   -47.198648
  2387.101,    -7.362989
  2387.151,    31.129885
  2387.201,    61.238299
  2387.251,    78.641192
  2387.301,    82.121448
  2387.351,    73.140467
  2387.401,    55.083688
  2387.451,    32.393311
  2387.501,     9.598228
  2387.551,    -9.511880
  2387.601,   -22.744264
  2387.651,   -29.762046
  2387.701,   -31.474645
  2387.751,   -29.105634
  2387.801,   -23.485368
  2387.851,   -15.228680
  2387.901,    -5.272143
  2387.951,     5.043904
  2388.001,    14.477915
  2388.051,    22.340206
  2388.101,    28.523222
  2388.151,    33.150608
  2388.201,    36.143790
  2388.251,    36.973549
  2388.301,    34.997312
