Time_abs/ps, Signal/nA
  2370.000,    -0.030087
  2370.050,    -0.030750
  2370.100,    -0.028092
  2370.150,    -0.026665
  2370.200,    -0.012503
  2370.250,    -0.005311
  2370.300,     0.001624
  2370.350,     0.007453
  2370.400,     0.010659
  2370.450,     0.014218
  2370.500,     0.013964
  2370.550,     0.015749
  2370.600,     0.014414
  2370.650,     0.015919
  2370.700,     0.018212
  2370.750,     0.022704
  2370.800,     0.014876
  2370.850,     0.004260
  2370.900,    -0.004708
  2370.950,    -0.015936
  2371.000,    -0.022549
  2371.050,    -0.021934
  2371.100,    -0.027859
  2371.150,    -0.026622
  2371.200,    -0.037720
  2371.250,    -0.042965
  2371.300,    -0.038670
  2371.350,    -0.045767
  2371.400,    -0.045925
  2371.450,    -0.043595
  2371.500,    -0.046970
  2371.550,    -0.035965
  2371.600,    -0.027366
  2371.650,    -0.022306
  2371.700,    -0.013298
  2371.750,    -0.003373
  2371.800,     0.008082
  2371.850,     0.015126
  2371.900,     0.016463
  2371.950,     0.027248
  2372.000,     0.029218
  2372.050,     0.030194
  2372.100,     0.025809
  2372.150,     0.025298
  2372.200,     0.037766
  2372.250,     0.038637
  2372.300,     0.037015
  2372.350,     0.038020
  2372.400,     0.035206
  2372.450,     0.036989
  2372.500,     0.034353
  2372.550,     0.040124
  2372.600,     0.036243
  2372.650,     0.041441
  2372.700,     0.038333
  2372.750,     0.039426
  2372.800,     0.036951
  2372.850,     0.036314
  2372.900,     0.031621
  2372.950,     0.027964
  2373.000,     0.018952
  2373.050,     0.020061
  2373.100,     0.023275
  2373.150,     0.012270
  2373.200,     0.019244
  2373.250,     0.020710
  2373.300,     0.014804
  2373.350,     0.018849
  2373.400,     0.031496
  2373.450,     0.029947
  2373.500,     0.036791
  2373.550,     0.034525
  2373.600,     0.034990
  2373.650,     0.036272
  2373.700,     0.036486
  2373.750,     0.041180
  2373.800,     0.053349
  2373.850,     0.059664
  2373.900,     0.056629
  2373.950,     0.054526
  2374.000,     0.065345
  2374.050,     0.064644
  2374.100,     0.062729
  2374.150,     0.055704
  2374.200,     0.059935
  2374.250,     0.052491
  2374.300,     0.050465
  2374.350,     0.059753
  2374.400,     0.056591
  2374.450,     0.050430
  2374.500,     0.043821
  2374.550,     0.040750
  2374.600,     0.040062
  2374.650,     0.034770
  2374.700,     0.042142
  2374.750,     0.038147
  2374.800,     0.041086
  2374.850,     0.050622
  2374.900,     0.037255
  2374.950,     0.030894
  2375.000,     0.037629
  2375.050,     0.034462
  2375.100,     0.029765
  2375.150,     0.026671
  2375.200,     0.027983
  2375.250,     0.013943
  2375.300,     0.014859
  2375.350,     0.006465
  2375.400,     0.004809
  2375.450,     0.003251
  2375.500,    -0.000671
  2375.550,    -0.001667
  2375.600,    -0.001402
  2375.650,    -0.005656
  2375.700,    -0.001339
  2375.750,    -0.015089
  2375.800,    -0.012550
  2375.850,    -0.006641
  2375.900,    -0.001149
  2375.950,    -0.000966
  2376.000,     0.005717
  2376.050,     0.007761
  2376.100,     0.008826
  2376.150,    -0.004246
  2376.200,    -0.000532
  2376.250,    -0.007870
  2376.300,    -0.022647
  2376.350,    -0.033553
  2376.400,    -0.053599
  2376.450,    -0.073890
  2376.500,    -0.103146
  2376.550,    -0.147686
  2376.600,    -0.174714
  2376.650,    -0.226867
  2376.700,    -0.273554
  2376.750,    -0.313046
  2376.800,    -0.349061
  2376.850,    -0.381779
  2376.900,    -0.388975
  2376.950,    -0.363455
  2377.000,    -0.304144
  2377.050,    -0.178831
  2377.100,    -0.003413
  2377.150,     0.226231
  2377.200,     0.474170
  2377.250,     0.739991
  2377.300,     0.976581
  2377.350,     1.178424
  2377.400,     1.280845
  2377.450,     1.314041
  2377.500,     1.255264
  2377.550,     1.105567
  2377.600,     0.919748
  2377.650,     0.704694
  2377.700,     0.479170
  2377.750,     0.270655
  2377.800,     0.098799
  2377.850,    -0.042500
  2377.900,    -0.144850
  2377.950,    -0.225568
  2378.000,    -0.281091
  2378.050,    -0.301428
  2378.100,    -0.315233
  2378.150,    -0.315900
  2378.201,    -0.318817
  2378.251,    -0.302630
  2378.301,    -0.283110
  2378.351,    -0.270457
  2378.401,    -0.240044
  2378.451,    -0.204458
  2378.501,    -0.157936
  2378.551,    -0.086287
  2378.601,    -0.011546
  2378.651,     0.065778
  2378.701,     0.145782
  2378.751,     0.220194
  2378.801,     0.267581
  2378.851,     0.269467
  2378.901,     0.236115
  2378.951,     0.168971
  2379.001,     0.087569
  2379.051,    -0.009060
  2379.101,    -0.092838
  2379.151,    -0.134300
  2379.201,    -0.135322
  2379.251,    -0.101940
  2379.301,    -0.016581
