Time_abs/ps, Signal/nA
  2370.000,    -0.037352
  2370.050,    -0.037070
  2370.100,    -0.028997
  2370.150,    -0.012449
  2370.200,    -0.021516
  2370.250,    -0.011610
  2370.300,    -0.002357
  2370.350,     0.004178
  2370.400,     0.018981
  2370.450,     0.023524
  2370.500,     0.015258
  2370.550,     0.010890
  2370.600,     0.015563
  2370.650,     0.016310
  2370.700,     0.014169
  2370.750,     0.009085
  2370.800,     0.005161
  2370.850,     0.006889
  2370.900,     0.004918
  2370.950,     0.006426
  2371.000,     0.010333
  2371.050,     0.013705
  2371.100,     0.005574
  2371.150,     0.005388
  2371.200,     0.006605
  2371.250,     0.004030
  2371.300,     0.011035
  2371.350,     0.000573
  2371.400,     0.001632
  2371.450,     0.004208
  2371.500,     0.000913
  2371.550,     0.008064
  2371.600,    -0.007274
  2371.650,    -0.016185
  2371.700,    -0.019561
  2371.750,    -0.026278
  2371.800,    -0.019029
  2371.850,    -0.013093
  2371.900,    -0.019156
  2371.950,    -0.012613
  2372.000,    -0.004797
  2372.050,     0.001183
  2372.100,     0.002256
  2372.150,     0.006770
  2372.200,     0.011595
  2372.250,     0.012639
  2372.300,     0.013656
  2372.350,     0.018879
  2372.400,     0.021037
  2372.450,     0.019822
  2372.500,     0.024357
  2372.550,     0.025652
  2372.600,     0.015494
  2372.650,     0.014647
  2372.700,     0.024123
  2372.750,     0.019892
  2372.800,     0.013293
  2372.850,     0.007307
  2372.900,     0.009612
  2372.950,     0.007112
  2373.000,     0.000564
  2373.050,    -0.007121
  2373.100,    -0.005033
  2373.150,    -0.002129
  2373.200,     0.002246
  2373.250,     0.007025
  2373.300,    -0.002635
  2373.350,     0.005347
  2373.400,     0.021494
  2373.450,     0.020809
  2373.500,     0.015575
  2373.550,     0.016555
  2373.600,     0.012022
  2373.650,     0.025527
  2373.700,     0.029283
  2373.750,     0.023929
  2373.800,     0.030366
  2373.850,     0.027782
  2373.900,     0.033953
  2373.950,     0.034955
  2374.000,     0.033059
  2374.050,     0.041786
  2374.100,     0.044027
  2374.150,     0.037092
  2374.200,     0.031688
  2374.250,     0.034458
  2374.300,     0.039611
  2374.350,     0.040916
  2374.400,     0.046218
  2374.450,     0.045649
  2374.500,     0.053010
  2374.550,     0.051068
  2374.600,     0.052070
  2374.650,     0.060172
  2374.700,     0.059661
  2374.750,     0.062951
  2374.800,     0.071917
  2374.850,     0.073294
  2374.900,     0.061273
  2374.950,     0.055030
  2375.000,     0.048895
  2375.050,     0.050179
  2375.100,     0.041453
  2375.150,     0.034420
  2375.200,     0.041465
  2375.250,     0.033390
  2375.300,     0.046759
  2375.350,     0.043817
  2375.400,     0.046967
  2375.450,     0.041320
  2375.500,     0.042444
  2375.550,     0.044070
  2375.600,     0.053970
  2375.650,     0.050014
  2375.700,     0.055254
  2375.750,     0.058825
  2375.800,     0.063045
  2375.850,     0.056784
  2375.900,     0.065892
  2375.950,     0.065767
  2376.000,     0.062286
  2376.050,     0.056423
  2376.100,     0.052744
