Time_abs/ps, Signal/nA
  2370.000,    -0.008810
  2370.050,    -0.007002
  2370.100,    -0.006956
  2370.150,    -0.000995
  2370.200,    -0.002553
  2370.250,    -0.011188
  2370.300,    -0.018875
  2370.350,    -0.005991
  2370.400,    -0.008156
  2370.450,    -0.010805
  2370.500,    -0.010086
  2370.550,    -0.003521
  2370.600,    -0.012934
  2370.650,    -0.000271
  2370.700,    -0.000675
  2370.750,     0.008302
  2370.800,     0.013898
  2370.850,     0.023978
  2370.900,     0.029145
  2370.950,     0.033496
  2371.000,     0.044697
  2371.050,     0.044617
  2371.100,     0.058288
  2371.150,     0.055738
  2371.200,     0.070595
  2371.250,     0.074221
  2371.300,     0.081096
  2371.350,     0.087564
  2371.400,     0.077431
  2371.450,     0.079342
  2371.500,     0.081334
  2371.550,     0.079462
  2371.600,     0.070314
  2371.650,     0.068387
  2371.700,     0.056474
  2371.750,     0.033215
  2371.800,     0.032420
  2371.850,     0.025635
  2371.900,     0.021389
  2371.950,     0.005844
  2372.000,     0.005466
  2372.050,    -0.004092
  2372.100,    -0.010810
  2372.150,    -0.008170
  2372.200,    -0.008079
  2372.250,    -0.006457
  2372.300,    -0.000357
  2372.350,     0.002074
  2372.400,     0.006757
  2372.450,     0.023406
  2372.500,     0.024280
  2372.550,     0.022472
  2372.600,     0.031256
  2372.650,     0.024495
  2372.700,     0.030990
  2372.750,     0.047098
  2372.800,     0.048817
  2372.850,     0.042920
  2372.900,     0.049299
  2372.950,     0.050890
  2373.000,     0.044969
  2373.050,     0.047476
  2373.100,     0.051229
  2373.150,     0.049757
  2373.200,     0.047619
  2373.250,     0.049345
  2373.300,     0.061142
  2373.350,     0.059827
  2373.400,     0.060170
  2373.450,     0.062288
  2373.500,     0.066622
  2373.550,     0.070136
  2373.600,     0.074875
  2373.650,     0.069100
  2373.700,     0.074977
  2373.750,     0.076368
  2373.800,     0.075312
  2373.850,     0.077693
  2373.900,     0.076971
  2373.950,     0.083398
  2374.000,     0.081094
  2374.050,     0.082771
  2374.100,     0.078171
  2374.150,     0.079919
  2374.200,     0.078461
  2374.250,     0.087349
  2374.300,     0.078437
  2374.350,     0.077230
  2374.400,     0.079917
  2374.450,     0.090059
  2374.500,     0.075886
  2374.550,     0.080912
  2374.600,     0.080624
  2374.650,     0.079991
  2374.700,     0.078171
  2374.750,     0.072224
  2374.800,     0.067287
  2374.850,     0.062919
  2374.900,     0.063349
  2374.950,     0.056627
  2375.000,     0.060737
  2375.050,     0.053444
  2375.100,     0.044650
  2375.150,     0.046292
  2375.200,     0.047154
  2375.250,     0.046247
  2375.300,     0.047034
  2375.350,     0.060769
  2375.400,     0.057195
  2375.450,     0.057740
  2375.500,     0.058309
  2375.550,     0.067552
  2375.600,     0.065694
  2375.650,     0.069020
  2375.700,     0.064589
  2375.750,     0.072807
  2375.800,     0.076317
  2375.850,     0.073096
  2375.900,     0.077628
  2375.950,     0.076656
  2376.000,     0.074905
  2376.050,     0.077864
  2376.100,     0.080690
  2376.150,     0.072845
  2376.200,     0.067950
  2376.250,     0.082834
  2376.300,     0.086473
  2376.350,     0.089086
  2376.400,     0.082429
  2376.450,     0.087711
  2376.500,     0.086844
  2376.550,     0.092508
  2376.600,     0.081386
  2376.650,     0.069966
  2376.700,     0.073632
  2376.750,     0.076403
  2376.800,     0.068576
  2376.850,     0.065672
  2376.900,     0.052378
  2376.950,     0.032575
  2377.000,     0.012144
  2377.050,    -0.009436
  2377.100,    -0.040599
  2377.150,    -0.071759
  2377.200,    -0.119982
  2377.250,    -0.169153
  2377.300,    -0.219226
  2377.350,    -0.268308
  2377.400,    -0.330516
  2377.450,    -0.385795
  2377.500,    -0.423676
  2377.550,    -0.426371
  2377.600,    -0.403190
  2377.650,    -0.333522
  2377.700,    -0.194628
  2377.750,    -0.014289
  2377.800,     0.228812
  2377.850,     0.503597
  2377.900,     0.794024
  2377.950,     1.055845
  2378.000,     1.282948
  2378.050,     1.418298
  2378.100,     1.469030
  2378.150,     1.424505
  2378.201,     1.288745
  2378.251,     1.102943
  2378.301,     0.875167
  2378.351,     0.645917
  2378.401,     0.432661
  2378.451,     0.242580
  2378.501,     0.091323
  2378.551,    -0.032631
  2378.601,    -0.120132
  2378.651,    -0.177921
  2378.701,    -0.228002
  2378.751,    -0.244254
  2378.801,    -0.257444
  2378.851,    -0.260785
  2378.901,    -0.257409
  2378.951,    -0.248225
  2379.001,    -0.243227
  2379.051,    -0.218301
  2379.101,    -0.181980
  2379.151,    -0.132114
  2379.201,    -0.069049
  2379.251,     0.014191
  2379.301,     0.105534
  2379.351,     0.201627
  2379.401,     0.263574
  2379.451,     0.326283
  2379.501,     0.338928
  2379.551,     0.295936
  2379.601,     0.222775
  2379.651,     0.119759
  2379.701,     0.013042
  2379.751,    -0.073524
  2379.801,    -0.122680
  2379.851,    -0.132040
  2379.901,    -0.072101
  2379.951,     0.021057
  2380.001,     0.128793
  2380.051,     0.245783
  2380.101,     0.360543
  2380.151,     0.429205
  2380.201,     0.471790
  2380.251,     0.471032
  2380.301,     0.454520
  2380.351,     0.418725
  2380.401,     0.390562
  2380.451,     0.352781
  2380.501,     0.332679
  2380.551,     0.332609
  2380.601,     0.334697
  2380.651,     0.347250
  2380.701,     0.368299
  2380.751,     0.396398
  2380.801,     0.416110
  2380.851,     0.454624
  2380.901,     0.492619
  2380.951,     0.530507
  2381.001,     0.575867
  2381.051,     0.615490
  2381.101,     0.655691
  2381.151,     0.686167
  2381.201,     0.717480
  2381.251,     0.734102
  2381.301,     0.731797
  2381.351,     0.718644
  2381.401,     0.701451
  2381.451,     0.672289
  2381.501,     0.643532
  2381.551,     0.619763
  2381.601,     0.579793
  2381.651,     0.587214
  2381.701,     0.620357
  2381.751,     0.674464
  2381.801,     0.742931
  2381.851,     0.852106
  2381.901,     0.959445
  2381.951,     1.052590
  2382.001,     1.114098
  2382.051,     1.158080
  2382.101,     1.163464
  2382.151,     1.132476
  2382.201,     1.086056
  2382.251,     1.045932
  2382.301,     1.001458
  2382.351,     0.976180
  2382.401,     0.971060
  2382.451,     0.979053
  2382.501,     1.007057
  2382.551,     1.029562
  2382.601,     1.032959
  2382.651,     1.006797
  2382.701,     0.952382
  2382.751,     0.866884
  2382.801,     0.766845
  2382.851,     0.645369
  2382.901,     0.519146
  2382.951,     0.415635
  2383.001,     0.334231
  2383.051,     0.266162
  2383.101,     0.220269
  2383.151,     0.203082
  2383.201,     0.178320
  2383.251,     0.155984
  2383.301,     0.115259
  2383.351,     0.061492
  2383.401,    -0.027089
  2383.451,    -0.135792
  2383.501,    -0.287153
  2383.551,    -0.457509
  2383.601,    -0.656938
  2383.651,    -0.891404
  2383.701,    -1.152610
  2383.751,    -1.445749
  2383.801,    -1.724240
  2383.851,    -2.043788
  2383.901,    -2.382404
  2383.951,    -2.771442
  2384.001,    -3.201748
  2384.051,    -3.722949
  2384.101,    -4.329966
  2384.151,    -5.054578
  2384.201,    -5.919536
  2384.251,    -6.925936
  2384.301,    -8.102666
  2384.351,    -9.473362
  2384.401,   -11.094275
  2384.451,   -13.013334
  2384.501,   -15.310553
  2384.551,   -18.096579
  2384.601,   -21.477376
  2384.651,   -25.559962
  2384.701,   -30.434267
  2384.751,   -36.199366
  2384.801,   -42.862118
  2384.851,   -50.411728
  2384.901,   -58.713702
  2384.951,   -67.575874
  2385.001,   -76.590593
  2385.051,   -85.129231
  2385.101,   -92.204756
  2385.151,   -96.378320
  2385.201,   -95.705931
  2385.251,   -87.657053
  2385.301,   -69.342436
  2385.351,   -37.902130
  2385.401,     8.788792
  2385.451,    71.237951
  2385.501,   147.480569
  2385.551,   232.554300
  2385.601,   318.267730
  2385.651,   393.645155
  2385.701,   446.803734
  2385.751,   467.235432
  2385.801,   449.158552
  2385.851,   393.375129
  2385.901,   307.346839
  2385.951,   203.101336
  2386.001,    93.847291
  2386.051,    -8.774404
  2386.101,   -96.287725
  2386.151,  -163.797148
  2386.201,  -209.662427
  2386.251,  -235.023674
  2386.301,  -242.850739
  2386.351,  -236.908602
  2386.401,  -221.166422
  2386.451,  -199.335995
  2386.501,  -174.849849
  2386.551,  -150.391632
  2386.601,  -127.749067
  2386.651,  -107.664137
  2386.701,   -89.899635
  2386.751,   -73.526571
  2386.801,   -57.120498
  2386.851,   -39.092066
  2386.901,   -18.152577
  2386.951,     6.134499
  2387.001,    32.609906
  2387.051,    58.185152
  2387.101,    78.338769
  2387.151,    88.181244
  2387.201,    83.949147
  2387.251,    64.473878
  2387.301,    31.768388
  2387.351,    -9.329106
  2387.401,   -51.980771
  2387.451,   -88.502071
  2387.501,  -111.541467
  2387.551,  -115.727206
  2387.601,   -99.436883
  2387.651,   -65.758069
  2387.701,   -21.610905
