Time_abs/ps, Signal/nA
  2370.000,    -0.653950
  2370.050,    -0.587766
  2370.100,    -0.504418
  2370.150,    -0.382499
  2370.200,    -0.248248
  2370.250,    -0.092159
  2370.300,     0.054903
  2370.350,     0.177647
  2370.400,     0.264672
  2370.450,     0.314300
  2370.500,     0.338087
  2370.550,     0.321145
  2370.600,     0.271790
  2370.650,     0.219489
  2370.700,     0.168577
  2370.750,     0.125364
  2370.800,     0.098010
  2370.850,     0.078178
  2370.900,     0.040088
  2370.950,    -0.003210
  2371.000,    -0.082618
  2371.050,    -0.205202
  2371.100,    -0.368238
  2371.150,    -0.603687
  2371.200,    -0.913698
  2371.250,    -1.293258
  2371.300,    -1.764854
  2371.350,    -2.331949
  2371.400,    -2.984678
  2371.450,    -3.729358
  2371.500,    -4.555159
  2371.550,    -5.457424
  2371.600,    -6.444232
  2371.650,    -7.498290
  2371.700,    -8.653402
  2371.750,    -9.907642
  2371.800,   -11.250372
  2371.850,   -12.718686
  2371.900,   -14.319586
  2371.950,   -16.057312
  2372.000,   -17.942090
  2372.050,   -19.987268
  2372.100,   -22.235752
  2372.150,   -24.678074
  2372.200,   -27.381096
  2372.250,   -30.367752
  2372.300,   -33.720602
  2372.350,   -37.502125
  2372.400,   -41.800097
  2372.450,   -46.708587
  2372.500,   -52.302115
  2372.550,   -58.620686
  2372.600,   -65.765658
  2372.650,   -73.745786
  2372.700,   -82.500191
  2372.750,   -91.820285
  2372.800,  -101.235537
  2372.850,  -109.888157
  2372.900,  -116.334662
  2372.950,  -118.252382
  2373.000,  -112.497865
  2373.050,   -95.070610
  2373.100,   -61.514117
  2373.150,    -7.811917
  2373.200,    68.328045
  2373.250,   166.000707
  2373.300,   280.009359
  2373.350,   400.401042
  2373.400,   512.685643
  2373.450,   599.388969
  2373.500,   643.988661
  2373.550,   635.934618
  2373.600,   574.585512
  2373.650,   469.213048
  2373.700,   335.882912
  2373.750,   192.646710
  2373.800,    55.429319
  2373.850,   -64.364186
  2373.900,  -160.085510
  2373.950,  -229.274016
  2374.000,  -272.828894
  2374.050,  -293.990261
  2374.100,  -296.914094
  2374.150,  -285.842473
  2374.200,  -265.005284
  2374.250,  -238.834812
  2374.300,  -211.757704
  2374.350,  -187.274460
  2374.400,  -167.063515
  2374.450,  -150.910160
  2374.500,  -137.157107
  2374.550,  -123.448339
  2374.600,  -107.463751
  2374.650,   -87.300330
  2374.700,   -61.831571
  2374.750,   -31.361693
  2374.800,     1.704703
  2374.850,    32.603314
  2374.900,    55.185532
  2374.950,    63.792055
  2375.000,    55.432600
  2375.050,    31.018292
  2375.100,    -4.737000
  2375.150,   -44.736501
  2375.200,   -81.028793
  2375.250,  -105.903728
  2375.300,  -113.067536
  2375.350,   -99.337543
  2375.400,   -66.325502
  2375.450,   -20.789779
  2375.500,    27.536723
  2375.550,    68.981753
  2375.600,    96.751947
  2375.650,   108.297666
  2375.700,   104.844106
  2375.750,    89.907443
  2375.800,    67.735501
  2375.850,    42.671483
  2375.900,    18.699032
  2375.950,    -0.963357
  2376.000,   -14.624722
  2376.050,   -22.267003
  2376.100,   -25.095983
  2376.150,   -24.279669
  2376.200,   -20.296683
  2376.250,   -13.418144
  2376.300,    -4.362269
  2376.350,     5.660724
  2376.400,    15.604777
  2376.450,    25.064875
  2376.500,    34.090312
  2376.550,    42.551228
  2376.600,    49.525243
  2376.650,    53.170570
  2376.700,    51.643113
  2376.750,    44.010954
  2376.800,    30.523898
  2376.850,    12.136308
  2376.900,    -9.782918
  2376.950,   -33.362040
  2377.000,   -55.785989
  2377.050,   -73.282743
  2377.100,   -81.677465
  2377.150,   -78.076589
  2377.200,   -62.441823
  2377.250,   -37.854812
  2377.300,    -9.410196
  2377.350,    17.417996
  2377.400,    37.663509
  2377.450,    47.401287
  2377.500,    44.615667
  2377.550,    30.391199
  2377.600,     9.171366
  2377.650,   -12.783530
  2377.700,   -29.737227
  2377.750,   -38.051963
  2377.800,   -36.669557
  2377.850,   -26.761686
  2377.900,   -11.060156
  2377.950,     7.081205
  2378.000,    24.674848
  2378.050,    39.317699
  2378.100,    49.102730
  2378.150,    52.622946
  2378.201,    49.520143
  2378.251,    40.412321
  2378.301,    26.655898
  2378.351,    10.049188
  2378.401,    -7.056621
  2378.451,   -21.862337
  2378.501,   -31.665431
  2378.551,   -35.211594
  2378.601,   -33.541997
  2378.651,   -29.530047
  2378.701,   -26.012564
  2378.751,   -23.973190
  2378.801,   -22.811858
  2378.851,   -22.066677
  2378.901,   -22.179726
  2378.951,   -23.843262
  2379.001,   -26.854445
  2379.051,   -30.064898
  2379.101,   -31.956542
  2379.151,   -31.071096
  2379.201,   -26.249969
  2379.251,   -16.815185
  2379.301,    -3.250944
  2379.351,    12.683480
  2379.401,    28.453099
  2379.451,    41.514301
  2379.501,    49.683127
  2379.551,    51.173094
  2379.601,    45.340702
  2379.651,    33.396820
  2379.701,    18.096955
  2379.751,     2.447818
  2379.801,   -11.169529
  2379.851,   -21.275920
  2379.901,   -26.800104
  2379.951,   -26.968429
  2380.001,   -21.775160
  2380.051,   -12.682047
  2380.101,    -2.573461
  2380.151,     5.159316
  2380.201,     8.301170
  2380.251,     6.940931
  2380.301,     3.018953
  2380.351,    -1.336323
  2380.401,    -5.348000
  2380.451,    -9.395502
  2380.501,   -13.844401
  2380.551,   -18.211322
  2380.601,   -21.537398
  2380.651,   -23.575470
  2380.701,   -24.886050
  2380.751,   -25.917841
  2380.801,   -26.044959
  2380.851,   -23.801255
  2380.901,   -18.190919
  2380.951,    -9.624665
  2381.001,     0.282278
  2381.051,     9.643945
  2381.101,    16.866891
  2381.151,    20.695431
  2381.201,    20.557589
  2381.251,    17.153399
  2381.301,    12.094291
  2381.351,     7.033547
  2381.401,     2.871108
  2381.451,     0.055582
  2381.501,    -0.983632
  2381.551,    -0.255518
  2381.601,     1.247385
  2381.651,     1.866443
