Category,n at 2_3THz,alpha at 2_3THz,alphaStdDevfrom0_5to2_5THz,nStdDevfrom0_5to2_5THz,alphaAvgfrom0_5to1_5THz,alpha at 1_3THz
PET,1.8147098040889542,38.73109762673362,10.562797056879203,0.00626918102505731,14.009825500876781,17.751888957710655
PET,1.7787694440036925,49.97052624516758,14.682668168695962,0.009506540755835308,13.735380254655968,18.40720672616601
PET,1.7906217238722901,50.352033592760186,14.685296061998468,0.008583202998082035,14.307336884337714,19.015521111112587
PET,1.7834556194693165,46.34819620190275,13.016941508672295,0.006097052308389316,15.323030832474792,19.704505448257787
PET,1.8132674577387198,47.571102235124286,13.511637421364547,0.006555764376425337,14.993661855638116,19.51766456073153
PET,1.7418689870420097,48.69504413835932,13.311571729502754,0.00973823723505438,16.157125384908568,20.98870476419048
PET,1.7417951263539277,73.0037307659877,21.12171011391038,0.01338327423706169,20.132611357327242,26.818996682307663
PET,1.7935521676994919,48.14064887426079,13.604734430297656,0.006452075381882043,15.690779276566248,20.16377950344341
PET,1.7772130850335035,54.12242548546527,15.59896214399943,0.011476419665395888,14.9587737481048,20.09954927346948
PET,1.7807359107035445,50.05096712710228,14.434356840531292,0.007716881434742416,14.908610755790795,19.559893650756027
PET,1.7843665611262818,49.011178698047786,13.664930192489665,0.009310258310255642,15.298836057417336,19.930557952377917
PET,1.726318340756018,72.8253960082675,21.204356659902285,0.013794202629533191,19.96752567688514,26.636352865183678
PET,1.8180782863067364,49.999101096585555,14.533005447288911,0.008736187118427087,14.419315637151264,19.08203174914252
PET,1.7838576222769413,44.05451320531744,12.362817506105728,0.005782255841238882,14.41056588327738,18.456214849531744
PET,1.7212140436014725,44.97530740029256,12.792978396644953,0.007493299396613989,13.53578685692643,17.660720869843015
PET,1.7829850258611009,73.77851462349591,20.746281176534907,0.018714046798040583,20.54275840888181,27.719932710744285
PET,1.7591207261295265,43.892533827013025,11.914775810231053,0.006498753367563531,15.596571947803172,19.602273666687335
PET,1.7412387088395225,74.45964587511963,21.62559793579404,0.012787937418503642,20.77010820933633,27.5344689789625
PET,1.7805347134116065,48.72199136864695,13.631240273920007,0.008566579379453817,15.844962615612546,20.885120790989646
PET,1.7159009035319301,50.525467750704834,13.966858125265722,0.00657908341775489,17.154437386854674,22.167761972764087
PET,1.7223511412299464,40.71270437056068,10.333752901262352,0.004516204817406455,16.329509678616166,20.540865266287778
PET,1.7108124612667532,55.100896600877405,15.741339316650894,0.011096097908455697,16.6787253833361,22.17452427075933
PET,1.7865217248160428,62.578198047532155,17.89405826158892,0.01219012553775832,19.338929363432552,26.041098437310076
PET,1.8128334680785987,41.424230212875536,11.472662574551055,0.006414302694999173,14.151853527320753,18.757179049956378
PET,1.7919249119571035,50.640470573526954,14.460221467616849,0.011787428679648566,15.337458069979439,20.52106663751198
PET,1.7666517911376192,49.65315633770905,14.084763988165246,0.011429474861343453,15.224615629827444,20.325359589295513
PET,1.7820680102730304,50.5441132568622,14.454140770639704,0.0099407007238696,15.59591169065616,20.953000274977313
PET,1.7821799242573972,48.30856472613736,13.483038352052095,0.007773729560569355,16.209488952737328,21.3108652422027
PET,1.7711151215431507,44.98094659978671,12.700445539284395,0.009585800151619597,14.167748140276649,18.86024164981332
PET,1.7865847939022184,52.63197983228302,15.026958531938904,0.011769156302201156,15.998182485251489,21.59492990597832
PET,1.7732359122497934,49.36001526578071,13.74710406166998,0.008849679590126296,16.488337802901636,21.687983131177653
PET,1.7654042533998924,52.03525169300988,14.32672280873475,0.0074325452617140745,18.16736431723952,23.684282938804344
PET,1.7888686528434827,49.132317255773614,13.816314256662807,0.009675653824266358,15.544263251631133,20.57092319983412
PET,1.7963797573504194,52.69860910539528,14.885969908444716,0.011712768075603062,16.388724662214198,21.805877573400384
PET,1.788694582302825,48.42672692904127,13.529743730586087,0.009677571024996577,15.677974777200212,20.69526666875242
PET,1.760853167532346,51.38792589253464,14.495336318034159,0.008921274855222672,16.3967625918958,21.708394814465922
PET,1.7733438219438127,51.38132581146323,14.370935617829584,0.00957813707486904,16.526398212940904,21.82339288595351
PET,1.7772466245053107,49.368321746232745,13.759770962829542,0.011881313365379328,15.5505511535265,20.476521887867534
PET,1.7712505448866818,48.655049710217384,13.3984082780073,0.008933298666234588,16.375160899437123,21.43065657555531
PET,1.768065506820941,49.629606064604275,13.843214524133604,0.008625087362574373,16.464517957065585,21.620281023311076
PET,1.7561369714999027,47.78477493532138,12.643661898890032,0.006498042371503335,18.000765293426337,22.86198283657083
PET,1.756907592014762,49.15895530513854,13.557815399254473,0.007987826612377753,16.72331610583227,21.75284207868137
PET,1.7780276550935434,53.716878538247286,15.124034655882836,0.012819077386746718,16.478403951801837,22.10117940904274
PET,1.7635919403350389,52.16317744605967,14.641890271233024,0.011522866026711466,16.558428255095354,22.102455857938626
PET,1.7385185085031063,50.43272810307168,13.77995802234745,0.00783593895307557,17.684490482247462,22.856587139641622
PET,1.6965106459570267,46.7932912927919,12.942575011380514,0.01095184670715091,15.149883451426664,20.132846549427605
PET,1.772604503801919,49.14817039043993,13.513696328160139,0.008008618320885674,16.84981905568539,21.90647633029326
PET,1.7673039332013536,53.13637583060384,14.87617518257874,0.010348547703271881,17.26210116177916,22.943414919504328
PET,1.7445932199684102,55.5357363835202,15.543101474255318,0.010500028628642648,17.676425137617088,23.24282699887502
PET,1.768813073673626,43.6521942957042,11.582238384387805,0.006048546071628157,16.30362884225911,20.65395115641842
PET,1.781126163655022,55.472136941994826,15.56609605430093,0.013919724756559169,17.085674462197172,22.701761472597596
PET,1.760900253663296,49.809637665499174,13.703954940333048,0.008917804868050333,16.930778458018494,22.205482951290023
PET,1.7770343639783517,49.82911068588522,13.946524552272482,0.01019485147986385,15.892335297433103,21.13559557053238
PET,1.8335254938937475,51.45454105538282,15.707368785907256,0.01447989131561142,13.039645221139562,18.58491271122021
PET,1.7882120562558086,47.69733359757531,14.211904205651447,0.01026908714527773,13.410608929686699,18.46598053120487
PET,1.8358826657003497,42.04702377931813,12.782785237231552,0.012086189809135204,10.913153957539134,15.41217977973809
PET,1.8102609948827117,44.010915078969255,13.04741691494198,0.008532346903284402,13.10106258670157,17.867891174153826
PET,1.7945292272324755,44.28589031817305,13.029290714032422,0.009391786103600731,13.204094517553782,18.060942873720972
PET,1.7968057827806705,44.65620423972609,13.059783648356165,0.009965393298987773,13.021561313609084,17.857447459199058
PET,1.7916271805879938,46.00814169555272,13.610297686849155,0.009145374526005235,13.37268897417489,18.294904274122764
PET,1.8245164117284995,46.21531424482087,14.0401397511272,0.012115304793365634,12.223255820221897,17.296679920314293
PET,1.791243019988949,46.89671283910672,13.908928117689836,0.01353868174371834,12.808870904362996,18.027519910767438
PET,1.8251847348454482,43.83433869045853,13.06196514987084,0.009092300171054902,12.546157190933803,17.33423078652428
PET,1.7625653849162444,61.18047823377276,17.8030649503886,0.015846786968030876,18.144524242174533,25.01720929531942
PET,1.824071659426479,39.89021159613119,11.766407605390608,0.0075107244149963896,12.102844403249398,16.471230068129575
PET,1.7573223273100926,58.17500252342668,16.709447009044005,0.015678944506533374,18.101338436707167,24.74060126944161
PET,1.8343539365552435,45.799955934484316,13.970785033299311,0.011333998344017791,11.972946508904727,17.02992997589363
PET,1.7600895996204544,59.49444183750229,17.186814420713265,0.016167176761284378,18.27730628067186,25.12418757952137
PET,1.7990501548748328,67.25177067774521,19.998399577031567,0.017927268407154428,17.83479559560736,25.22725234033395
PET,1.8184941102453693,41.71054430626433,12.390174233731347,0.008201448418844052,12.318836683984946,16.927340093681998
PET,1.8597765307135146,43.2657428551869,13.526659584179546,0.016048166247714983,9.784955044754737,14.493148280606023
PET,1.8261650131791296,44.43310914889391,13.64384067200355,0.012490128148059363,11.289109906746752,16.21091409377143
PET,1.823375357549516,44.422749716272016,13.132813609221417,0.00819525792105751,13.32963487352754,18.164153086831583
PET,1.834076947997897,42.78810382559477,12.989414563138363,0.009890190461273422,11.44727497722902,16.121419315436647
PET,1.8348461802879759,44.97698491540587,13.578413193723009,0.011435718048297978,12.134003030193258,17.103677022027117
PET,1.7584004185453168,44.95118211055149,13.034438742561596,0.009356350846960395,13.79940193708807,18.719285776224773
PET,1.8311780972327134,43.22847299643976,12.678573862006747,0.008328776533371772,13.060194173584234,17.759938556994562
PET,1.829720342037317,42.59066051302669,12.713187185328932,0.01319876063663795,11.427402919456718,16.19700476930638
PET,1.821982757279724,45.43798208639702,13.78760968591442,0.011695230296196886,11.862899897301736,16.76776492071555
PET,1.8185915063045344,46.33626751713436,14.210497922831916,0.014000373341846069,11.514088470888623,16.49642034330439
PET,1.840264443077925,42.34953805469454,12.585044981070132,0.009320199376290438,12.218796273308515,16.924537750711334
PET,1.7902471265628868,47.72010265195759,13.883283912182915,0.011530172843026229,13.928225716143933,19.17517713380062
PET,1.8499170590108767,44.57062440031432,13.800890164173124,0.016399578045454652,10.44443157748928,15.307042094343453
PET,1.753449068457726,39.25084019064285,11.778907189427557,0.00994469945603433,11.023625850425452,15.48536145439105
PET,1.7586735308844936,58.66211150115321,17.047930903418738,0.010890259388901988,17.83925505793294,24.034646496939992
PVC,1.3166756437334217,10.412985515751878,3.38869942555071,0.006945093213692131,10.634696375806298,14.866019445241763
PVC,1.271239323362711,7.573248409007162,2.2335749742959345,0.005058978184348686,8.264348304339661,11.13095011610378
PVC,1.3141380122230495,12.495649728661812,3.531807899136842,0.00727157160416934,10.721446288694047,14.999272543201084
PVC,1.3032870076847973,11.131299917662995,3.241495900472519,0.00615483173204825,8.718324127047484,12.20417995611148
PVC,1.3163184244538852,10.617570503869954,3.363681923482916,0.006876645910992164,10.491842591515383,14.659549496879793
PVC,1.2791144577122846,11.360210141974607,3.628229994488188,0.00680450539505253,9.282615917889357,13.40322396350165
PVC,1.294262708050193,11.646219521868462,3.576047375739332,0.006728300983470024,9.645710647246855,13.676234396260762
PVC,1.284729370146202,10.89895442706027,3.4041664050911047,0.006364091313721475,9.201163695379453,12.996008210440825
PVC,1.3132027095824943,8.109286848847088,2.2080022418412786,0.005325988766131613,8.861155397357155,11.58637673381057
PVC,1.2587706650008286,7.319830827313782,2.0522223578148155,0.004383161882134971,7.3124494792631936,9.902729734617246
PVC,1.2439993703274181,7.312309416716639,2.200881756204775,0.004803766289201202,7.627990783937532,10.500488379904318
PVC,1.2774735899773682,8.00146442653597,2.2541689008350354,0.005228055771952531,9.035468304840268,11.831791445352323
PVC,1.3014657347021785,7.6755916152967485,2.164386991742313,0.004997215037528425,8.65484239248626,11.301488587833028
PVC,1.294826813513203,7.783701842031109,2.085838180900664,0.004694684365172908,7.950972874330553,10.587323512924604
PVC,1.30414751092416,8.25655135367822,2.140125838362392,0.004974906208390487,8.865583069801456,11.539606034451614
PVC,1.2337109503978885,7.14048598826031,2.039503808383634,0.004250144677772485,6.223740702054195,8.667503608808914
PVC,1.2839658678350616,10.268256680090031,2.9843063582362146,0.005549183612554695,8.264141475149472,11.408441994566305
PVC,1.2979375341371526,10.35444051814662,3.7276169053040737,0.008975588161572021,12.480472960355279,17.10108907981652
PVC,1.321886019426805,9.923241105377885,3.566374304595405,0.008108048226351437,10.575991565948499,14.923179892045454
PVC,1.3363047588034753,10.345018364604432,3.4945073740135135,0.007994582255920847,10.423374381492811,14.59845242977162
PVC,1.262235003024042,6.3453163161252935,2.1810903547587905,0.004990597987858582,6.996652304203769,9.666919873390011
PVC,1.304785191412899,6.940853473385107,2.2228582060461686,0.005369023779820028,8.32301216591492,10.962361890385798
PVC,1.238489696702523,9.209663806951893,3.1960782383547572,0.005930295487346455,6.51815114640279,9.323600403702203
PVC,1.3023130962975655,6.502347361678923,2.2502234229180775,0.005185830579817396,8.644519185927415,11.068084685011097
PVC,1.2384100188690612,6.314912944637831,2.2540115986118363,0.005168637909147219,7.094094999471327,9.947161271667365
PVC,1.2338274554520936,6.822636689626201,2.1598246283195084,0.005001604403297498,6.106189160955492,8.69017191122593
PVC,1.278407574024981,6.850618199828033,2.4177076415290686,0.0055961517617696905,9.095781441543584,11.750412711620243
PVC,1.2986849224600354,6.513528262054833,2.144817608946719,0.005146325843756932,7.726476518287786,10.247379128163166
PVC,1.2747830790755563,7.066151780415967,2.359773148877572,0.0057193285515824924,8.307821910030924,11.191068847815961
PVC,1.285785088772802,9.64416917853636,3.558257045522579,0.007375397691587827,8.89939461673485,12.860298804825469
PVC,1.2866124461658308,9.579019856004647,3.670389575883928,0.00769990584841081,9.666416726610851,14.006262907919051
PVC,1.3268650620461342,9.396051625960695,3.4213554370302113,0.007522680032150062,9.929423125219873,13.950026588801173
PVC,1.3201336961946366,10.13355577201669,3.2930112008510197,0.0073253880170456595,9.135432649446026,12.769589576323414
PVC,1.2866411860602367,9.471011021450163,3.6486320916677557,0.007650032152373167,9.590363529945908,13.908126669799632
PP,1.4716014871759067,-0.14218727825532224,0.36317904313262434,0.0023204684071121274,0.8289952488235733,0.7559625938843795
PP,1.355073218021591,14.047425440832328,4.075948443753917,0.03512813120509088,20.91155521455608,22.735110540907073
PP,1.360203744247011,13.399834393734293,4.343578612422754,0.03353921747820779,21.190725448186644,22.966846590368217
PP,1.4273415971011083,25.4671429181516,5.32862909037638,0.04494350522768492,28.595339237394093,31.93001860620728
PP,1.417561477219761,16.41411854084415,5.18864042574745,0.04352922069655321,25.70939068382314,27.961057937319495
PP,1.4761710297586883,-0.23196091712535521,0.5056448452916289,0.001337727860957674,0.9492865905804649,0.7387579655379695
PP,1.4083517192361827,21.682452295909663,5.114959328771926,0.04439213357981426,28.289664297179286,30.90415002691778
PP,1.3693928738388688,10.245598918951783,4.507757617323794,0.03524765353787054,20.449834717320147,22.1011044007342
PP,1.478675005228861,-0.28332878212113455,5.414291004635705,0.009857087620799829,10.824649029576292,8.81933772768832
PP,1.4859729872814769,-1.2196979011634044,0.932644078246303,0.0018576313949973144,0.982035560450811,0.7544896195969173
PP,1.385530080750037,0.7675869683759445,6.025295974677951,0.034278372081630835,16.249979348303953,17.097877327398354
PP,1.3757413231088254,9.341679094830758,4.8606703344077955,0.03439330698683752,20.5463711930009,22.03509844526221
PP,1.4800851568426043,-1.798548565947363,1.2104499415392933,0.002444287199675145,1.1072708493347387,0.8152015254607591
PP,1.4989707536658219,-1.7116233336918418,1.050115954782283,0.002042860268764498,0.7797712860984908,0.49232457469953556
PP,1.474225597372627,-1.6969327672344707,1.1746304041535118,0.0024798114245149754,1.0857251283182603,0.7785036127074861
PP,1.4987446827098974,-1.0392191042175956,0.8673859861249856,0.0006948475170862231,0.8550879345002028,0.7327449402081823
PP,1.5183408020315226,-1.1517452593840918,0.8365179120029748,0.00045030913164147347,0.6484252430419403,0.5208594479574126
PP,1.5072141826318495,-0.8435491682268826,0.6700476017385139,0.00046183984391456016,0.5546479941942035,0.3969312382702482
PP,1.410403623306675,-0.770204905597362,0.914046615641366,0.001844013434873809,1.404273357690258,1.2275567985942513
PP,1.5006075150049936,-0.4836128577886737,0.6958913428827646,0.0019144178715264544,1.182344451349405,1.046601046104792
PP,1.4296429765892396,-2.2921209018387327,2.171009841385467,0.0023745298225780038,2.6242136591325123,1.8231625574810941
PP,1.467473140292849,-5.250142955041745,3.0297683812197587,0.0033182908649223176,1.892246991629981,1.0164814477255415
PP,1.3216679843156356,4.692785740703069,5.194558167057093,0.027922167754560193,17.629264377312108,18.066702686424566
PP,1.3380515973272777,-13.755856740631538,11.548628117430063,0.024744495378819696,14.203384366741718,11.17354734123693
PP,1.3714496583650804,16.563534435254923,5.21271641064725,0.040512171624459324,27.48078373187781,29.16682610566214
PP,1.718076295418726,-4.245818166973791,1.9284727768514733,0.006455826068524158,-6.731665132446366,-5.83888233628933
PP,1.7291610099170993,0.5016384021107956,2.8045824387466034,0.009355387724426147,-1.1246423918007329,-0.20670708181737268
PP,1.7058466464021407,20.08152996223067,6.360743961781153,0.014347962355077157,5.454406687611727,9.51977542283693
PP,1.733032718801536,4.751390204929975,4.991750608527416,0.006954362851995684,-5.50160702965285,-3.3700749996958477
PP,1.715398809979133,-0.252662926150272,2.4282664249629176,0.00736036201088167,-2.7555941215360042,-1.9186512193318492
PP,1.713981799280482,1.516480789216853,2.9228405981904753,0.007363409257688153,-2.5889156619114804,-1.4546310861394653
PP,1.5221187475534408,1.1201332887133904,0.45746175840835934,0.001308999448341964,-0.0010644807286404132,0.1376860317069159
PP,1.4221128517665909,9.657090406449651,5.338528852710848,0.054518551787149525,19.343912669630217,23.405746221813843
PP,1.4282994621839602,10.80777162501433,5.38566198260116,0.0562410258947845,20.20682729619516,24.55381799995977
PP,1.4260759753089598,2.7603220978824874,5.620119254557186,0.052560907618125534,13.880630618294301,17.7736439853303
PP,1.5780369927785125,-7.781016724733738,5.490868222759685,0.028834241522613713,5.552086557473312,6.658786624261322
PP,1.572831215727669,3.6612489649588715,4.3518862529910445,0.02683450262737997,12.943770929783698,14.72684079557448
PP,1.556455799269982,8.733353419215153,3.528475301438653,0.02485946723428559,9.73840441233558,12.942918912131805
PP,1.5351886573826217,23.591213365286453,5.501064422018492,0.01203979521688993,13.959830843561017,18.86220020614565
PP,1.5309617044673685,-1.604235735740435,3.8358954105425718,0.012057836234024327,-2.7311818503016703,0.11724789859191946
PP,1.5416789427543438,8.230293977025383,5.673067333319083,0.01997781983293806,2.552784063490875,7.093640318579218
PP,1.4432114427174663,-3.1888587039764777,6.613893547042487,0.05407327847018107,10.49478040817967,14.64281319462021
PP,1.5283761511503966,-0.6764103913470604,3.6232834376639915,0.02044228881529087,5.957441154530943,7.785170160539893
PP,1.534891610531927,-3.2254687721321615,4.228338972689299,0.02135284997755159,5.572658295363834,7.082906533923844
PP,1.4180892407051493,-2.8769302129622583,6.304964572746951,0.05059595870176069,10.475518876987172,14.265842886022135
PP,1.5197771561492028,12.52450092637903,5.313187805887931,0.017162196353569602,6.248527237852692,10.268083460706924
PP,1.5316897489753878,3.0401950568887504,3.150044649639473,0.019131562463365167,6.116339533101442,8.090734830844873
PP,1.5369912385355575,10.343512872821774,4.089172828890997,0.01831245074101803,7.8352358726236435,11.078654782812494
PP,1.5389922119281376,-3.808851005976957,4.661210877677268,0.021987010867861603,5.063501031632341,6.8695117171056665
PP,1.510646134589258,12.326842580205314,5.184191514792445,0.01767940656587441,6.4169300663709965,9.947392630725549
PP,1.4948385787981833,-1.8406592614181325,0.9337771774817031,0.0037418886679537497,0.531483070771985,0.652318411817637
PP,1.512210404318872,-1.961952180782024,1.0818054351832593,0.0044062589180574535,0.7887362376686036,0.8608962893526567
PP,1.4183733345804759,-3.0319358198623663,7.285391078895012,0.052440335083609964,14.31009248651681,17.713350668666674
PP,1.4033198147505133,3.984527130177672,6.433474455052554,0.05323867567230273,18.540356959230976,21.843100153483455
PP,1.5025531127368448,-0.2352366143323726,3.766173187194988,0.013712835744676747,7.32536895359476,8.325850689312034
PP,1.4185636928650356,-13.426201218748444,9.41676697851332,0.04956333709139374,10.56017305353147,11.778874896242055
PP,1.503215865947402,0.14282611128478218,0.027500445802500207,0.0003354412637905747,0.18116045449793067,0.19926298002102338
PP,1.4186828376391392,0.11733306455668799,7.452523150094366,0.05513418563160301,18.511151285081716,21.30063101938296
PP,1.5020904844385026,-1.3176847166606669,0.5263950260968764,0.0022181930744414654,0.02709917849043179,0.024416405201874585
PP,1.473006299961362,-6.007013647689105,2.0389928586921395,0.0036423357040161536,-1.011104188145098,-1.1022021000091755
PP,1.4200398823948224,-14.016775003460827,9.477140544873992,0.04931685154263062,10.141156790027487,11.567880014544855
PP,1.4818868803933782,-0.5771219888734315,0.9085841046058261,0.00511893107170452,1.6185505388721073,1.8566498914676877
PP,1.5338154225999132,8.972437461260538,3.0262188957092775,0.02092258022663801,7.426612952789776,9.046296898810347
PP,1.5735446006857225,6.705763472698679,3.147095111511057,0.02865752352784425,11.700576714359553,13.670545628675576
PP,1.508592655249012,34.93825955883503,6.988070780199235,0.011644574372599446,18.947512574565067,23.526805615838054
PP,1.554913508572016,17.60066008819392,3.397409034593846,0.027134627647284113,14.941375536008385,17.99553921998688
PP,1.5448725735360367,14.132881239145693,3.3676387517465214,0.0191940536186571,9.826542282314644,12.333939380770973
PP,1.5251659047837034,1.0233361050569643,0.24501471825581309,0.0005556382818690164,0.5623539318769233,0.6680766705155424
PP,1.554222359637241,6.595556491207455,2.936140741082744,0.027195812375116413,12.765744318987878,13.979818629117124
PP,1.573961870634896,6.583595523660073,2.9639237967207377,0.028992814924200905,12.11354525465909,13.492815085112326
PP,1.5540591405527826,17.491909562072486,3.658196409445442,0.02762416464363956,14.548039091340781,17.764947220510024
PP,1.5560903968925797,6.033739566414006,3.0613983524753694,0.02545284192459362,9.128565142228043,11.490196183555758
PP,1.5309081346206586,18.571999301034193,4.477063065351868,0.0247607211385339,12.88007228575868,16.43513697413601
PP,1.5040590511229301,-2.640045041290761,1.7045852559369785,0.00897115038964592,1.7087231848100897,2.0175934332459593
PP,1.5052134343638122,-2.2955845088726003,1.7830896524676398,0.009253552308477854,2.2227591472113457,2.492194155445797
PP,1.4992271009010825,-1.4955228406884562,1.4461036561847571,0.007832171234569424,2.1251013566941976,2.4050614777587502
PP,1.5040758451299363,-1.4758637608817553,1.5883961193611984,0.008814500036095298,2.468253729124944,2.8552313004520777
PP,1.5933124601625892,9.244353532124228,3.1080251486886925,0.02988990313163871,12.746122026052866,15.296279341115007
PP,1.5016952972906192,-0.8628431477984231,1.4464043221518945,0.00838406799625571,2.6271326869079403,2.890551504516494
PP,1.5011780040865497,-1.287554462466368,1.4769471892801624,0.00888720238553963,2.329989338155151,2.7307516763479884
PP,1.5057449072848383,0.9773747872462097,0.10878079555390946,0.0003277713713804088,0.7482382061492898,0.7511440241834076
PP,1.5618899120633964,0.10217925685024377,1.8490746490707188,0.0013135489944850773,3.8614438709473355,3.2078283479090093
PP,1.5663321937696408,7.35755743040123,3.552578201854974,0.028333208805094743,16.147246665402683,16.163806368071533
PP,1.572600097526734,23.865258588036443,2.520968450329188,0.03053445672258245,22.28651281208576,24.61334235353798
PS,1.6259422114135749,6.05419845359453,1.462727910187838,0.0034217923107469723,2.807388748845923,3.504842736856852
PS,1.6063577606519528,3.641605094927202,0.3774807893519857,0.004295547698838223,2.8474299945094566,3.168467237865709
PS,1.5973697496151291,6.079596059263308,1.4312411391762896,0.0009631202824927616,2.8109156728771456,3.4829174788095614
PS,1.5711385792245827,3.187608656586989,0.2863874277925959,0.0038229863799977932,3.1969979632882053,3.4642146050013785
PS,1.6014071321361432,8.983555000338447,3.0953885360337887,0.0035336252365161707,1.553398596694733,2.1466036239932835
PS,1.5979123552331425,7.152549744405437,2.0288198327836753,0.001250607414647077,2.369072376993951,2.923695926815873
PS,1.5588290325552303,5.686617109165566,1.6815091689741608,0.0005358418001959887,1.8006900015959728,2.3044625284075244
PS,1.6117450371011601,6.026759964466405,1.3049648244223013,0.0029001311858932724,3.019877506019128,3.4910294016947514
PS,1.640968341137729,8.437637886180806,2.7733818285709466,0.002031234700837452,1.827677517338129,2.6259137502452226
PS,1.612262005963826,11.210677788164682,3.6224556481575707,0.00411728478565908,2.329066682728821,3.1437707781325264
PS,1.575434874110959,7.305611395209526,2.285292736691127,0.0011373980245641087,1.9655485022303127,2.57587784137012
PS,1.602034023569763,6.150171472844007,1.7999947628921233,0.0005965013229251571,1.9641495094952197,2.545351330442194
PS,1.5821227484805351,7.155064137967958,2.3147054505158713,0.003550684565675996,1.5882542261207213,2.1342415584516337
PS,1.6518266720325665,2.4466214529310526,0.7066426337914504,0.001220538510449214,1.2379783752044846,1.7909908933055552
PS,1.5977800074461954,9.327990515271253,3.6032410987043497,0.0071582300094992545,0.5631929250351646,1.0190833829109456
PS,1.533032046830836,5.293215443497371,1.6049928032490497,0.0020140183435968175,1.7327320761548104,1.939135659783308
PS,1.5729278528151573,4.709421453464186,0.9870301528179048,0.000895802437824748,2.6531232639343454,3.2495384886840992
PS,1.5506624809104106,6.974439444796999,2.195577298438144,0.0031175413163361905,1.7364863832266102,2.1766647796069325
PS,1.5750246589389523,4.649253863713193,1.1078068971128054,0.0005792047516341428,2.193032568549252,2.801188859571379
PS,1.578299310952041,0.6039519987737986,0.4554630444064214,0.002062929287765237,1.7103131451528024,1.8133799094455922
PS,1.600183042565405,3.569338362903789,0.944752998600337,0.0023493424085028855,1.57144695868289,1.8654155891119868
