Time_abs/ps, Signal/nA
  2370.000,    -0.020532
  2370.050,    -0.017629
  2370.100,    -0.009027
  2370.150,    -0.004781
  2370.200,    -0.006005
  2370.250,    -0.006979
  2370.300,    -0.001235
  2370.350,    -0.004387
  2370.400,    -0.002719
  2370.450,     0.008004
  2370.500,     0.000437
  2370.550,     0.004524
  2370.600,     0.004961
  2370.650,    -0.000801
  2370.700,     0.012416
  2370.750,     0.011446
  2370.800,     0.007742
  2370.850,     0.007526
  2370.900,     0.007622
  2370.950,     0.009417
  2371.000,    -0.006131
  2371.050,    -0.009839
  2371.100,    -0.026501
  2371.150,    -0.019615
  2371.200,    -0.020488
  2371.250,    -0.007743
  2371.300,    -0.008331
  2371.350,    -0.019399
  2371.400,    -0.019885
  2371.450,    -0.029664
  2371.500,    -0.027863
  2371.550,    -0.032270
  2371.600,    -0.029759
  2371.650,    -0.028537
  2371.700,    -0.023679
  2371.750,    -0.039510
  2371.800,    -0.043574
  2371.850,    -0.038675
  2371.900,    -0.038051
  2371.950,    -0.032847
  2372.000,    -0.027491
  2372.050,    -0.026358
  2372.100,    -0.029308
  2372.150,    -0.021804
  2372.200,    -0.026992
  2372.250,    -0.023235
  2372.300,    -0.016125
  2372.350,    -0.021807
  2372.400,    -0.015108
  2372.450,    -0.019723
  2372.500,    -0.017696
  2372.550,    -0.004975
  2372.600,    -0.002802
  2372.650,    -0.003555
  2372.700,    -0.009273
  2372.750,     0.002530
  2372.800,     0.014136
  2372.850,     0.013000
  2372.900,     0.012590
  2372.950,     0.015173
  2373.000,     0.022979
  2373.050,     0.024405
  2373.100,     0.019271
  2373.150,     0.029887
  2373.200,     0.024076
  2373.250,     0.025460
  2373.300,     0.028302
  2373.350,     0.035100
  2373.400,     0.045898
  2373.450,     0.039598
  2373.500,     0.033226
  2373.550,     0.049296
  2373.600,     0.049829
  2373.650,     0.049326
  2373.700,     0.051306
  2373.750,     0.058774
  2373.800,     0.058076
  2373.850,     0.061599
  2373.900,     0.065355
  2373.950,     0.065565
  2374.000,     0.065486
  2374.050,     0.066731
  2374.100,     0.074063
  2374.150,     0.079813
  2374.200,     0.076059
  2374.250,     0.088145
  2374.300,     0.085918
  2374.350,     0.096034
  2374.400,     0.090399
  2374.450,     0.097114
  2374.500,     0.098903
  2374.550,     0.096426
  2374.600,     0.100190
  2374.650,     0.100240
  2374.700,     0.111081
  2374.750,     0.106037
  2374.800,     0.111120
  2374.850,     0.120737
  2374.900,     0.124903
  2374.950,     0.117202
  2375.000,     0.130653
  2375.050,     0.120696
  2375.100,     0.119763
  2375.150,     0.119717
  2375.200,     0.105447
