Time_abs/ps, Signal/nA
  2370.000,    -0.017894
  2370.050,    -0.025994
  2370.100,    -0.013540
  2370.150,    -0.013631
  2370.200,    -0.015268
  2370.250,    -0.013591
  2370.300,    -0.009146
  2370.350,    -0.002540
  2370.400,    -0.001319
  2370.450,     0.011140
  2370.500,     0.009363
  2370.550,     0.001395
  2370.600,     0.006927
  2370.650,     0.010008
  2370.700,     0.007283
  2370.750,     0.009158
  2370.800,     0.010967
  2370.850,     0.017736
  2370.900,     0.015258
  2370.950,     0.013686
  2371.000,     0.028755
  2371.050,     0.023440
  2371.100,     0.013213
  2371.150,     0.012195
  2371.200,     0.020044
  2371.250,     0.022616
  2371.300,     0.018713
  2371.350,     0.020105
  2371.400,     0.021279
  2371.450,     0.022860
  2371.500,     0.014461
  2371.550,     0.023039
  2371.600,     0.021697
  2371.650,     0.006896
  2371.700,     0.014779
  2371.750,     0.018885
  2371.800,     0.019493
  2371.850,     0.018503
  2371.900,     0.025107
  2371.950,     0.018549
  2372.000,     0.010894
  2372.050,     0.020495
  2372.100,     0.013073
  2372.150,     0.014552
  2372.200,     0.009654
  2372.250,     0.016397
  2372.300,     0.026224
  2372.350,     0.033635
  2372.400,     0.044542
  2372.450,     0.035893
  2372.500,     0.044040
  2372.550,     0.048371
  2372.600,     0.060334
  2372.650,     0.053027
  2372.700,     0.069812
  2372.750,     0.072818
  2372.800,     0.065469
  2372.850,     0.076238
  2372.900,     0.078984
  2372.950,     0.080443
  2373.000,     0.081490
  2373.050,     0.084302
  2373.100,     0.091147
  2373.150,     0.103108
  2373.200,     0.103415
  2373.250,     0.106890
  2373.300,     0.118206
  2373.350,     0.117121
  2373.400,     0.115746
  2373.450,     0.117682
  2373.500,     0.120215
  2373.550,     0.127179
  2373.600,     0.121069
  2373.650,     0.119639
  2373.700,     0.119995
  2373.750,     0.125606
  2373.800,     0.128820
  2373.850,     0.129189
  2373.900,     0.127329
  2373.950,     0.124443
  2374.000,     0.122603
  2374.050,     0.121913
  2374.100,     0.121868
  2374.150,     0.124451
  2374.200,     0.122913
  2374.250,     0.109447
  2374.300,     0.116583
  2374.350,     0.116043
  2374.400,     0.120158
  2374.450,     0.115414
  2374.500,     0.119755
  2374.550,     0.120126
  2374.600,     0.124147
  2374.650,     0.132191
  2374.700,     0.120958
  2374.750,     0.121607
  2374.800,     0.118991
  2374.850,     0.124038
  2374.900,     0.122098
  2374.950,     0.121647
  2375.000,     0.127158
  2375.050,     0.122040
  2375.100,     0.122612
  2375.150,     0.131247
  2375.200,     0.119195
  2375.250,     0.116832
  2375.300,     0.123211
  2375.350,     0.111269
  2375.400,     0.120050
  2375.450,     0.113742
  2375.500,     0.122508
  2375.550,     0.120354
  2375.600,     0.125740
  2375.650,     0.130692
  2375.700,     0.118464
  2375.750,     0.114851
  2375.800,     0.118056
  2375.850,     0.113321
  2375.900,     0.118159
  2375.950,     0.122985
  2376.000,     0.126381
  2376.050,     0.117972
  2376.100,     0.113173
  2376.150,     0.105436
  2376.200,     0.101956
  2376.250,     0.105518
  2376.300,     0.119412
  2376.350,     0.109052
  2376.400,     0.111174
  2376.450,     0.107048
  2376.500,     0.102496
  2376.550,     0.118920
  2376.600,     0.119344
  2376.650,     0.114845
  2376.700,     0.116379
  2376.750,     0.104626
  2376.800,     0.102018
  2376.850,     0.104258
  2376.900,     0.091426
  2376.950,     0.087713
  2377.000,     0.087308
  2377.050,     0.095936
  2377.100,     0.086337
  2377.150,     0.075115
  2377.200,     0.080394
  2377.250,     0.077289
  2377.300,     0.070858
  2377.350,     0.076278
  2377.400,     0.069530
  2377.450,     0.054676
  2377.500,     0.072241
  2377.550,     0.059100
  2377.600,     0.055995
  2377.650,     0.051856
  2377.700,     0.038092
  2377.750,     0.038369
  2377.800,     0.051001
  2377.850,     0.040913
  2377.900,     0.039578
  2377.950,     0.034048
  2378.000,     0.036476
  2378.050,     0.037312
  2378.100,     0.028072
  2378.150,     0.026490
  2378.201,     0.020406
  2378.251,     0.019279
  2378.301,     0.030481
  2378.351,     0.024834
  2378.401,     0.028098
  2378.451,     0.026949
  2378.501,     0.019861
  2378.551,     0.031313
  2378.601,     0.038953
  2378.651,     0.028321
  2378.701,     0.031951
  2378.751,     0.023549
  2378.801,     0.021120
  2378.851,     0.024483
  2378.901,     0.015930
  2378.951,     0.003499
  2379.001,     0.000857
  2379.051,    -0.007425
  2379.101,    -0.018370
  2379.151,    -0.033727
  2379.201,    -0.052393
  2379.251,    -0.068486
  2379.301,    -0.090376
  2379.351,    -0.111113
  2379.401,    -0.118041
  2379.451,    -0.137216
  2379.501,    -0.145004
  2379.551,    -0.145117
  2379.601,    -0.146974
  2379.651,    -0.133554
  2379.701,    -0.092765
  2379.751,    -0.048296
  2379.801,     0.003508
  2379.851,     0.076112
  2379.901,     0.154271
  2379.951,     0.239926
  2380.001,     0.336979
  2380.051,     0.420311
  2380.101,     0.505105
  2380.151,     0.572774
  2380.201,     0.636580
  2380.251,     0.681718
  2380.301,     0.693378
  2380.351,     0.686218
  2380.401,     0.664348
  2380.451,     0.616202
  2380.501,     0.549510
  2380.551,     0.478327
  2380.601,     0.394013
  2380.651,     0.308750
  2380.701,     0.213514
  2380.751,     0.128198
  2380.801,     0.055608
  2380.851,    -0.005547
  2380.901,    -0.068570
  2380.951,    -0.103951
  2381.001,    -0.153153
