Time_abs/ps, Signal/nA
  2370.000,    -0.015012
  2370.050,    -0.012367
  2370.100,    -0.016590
  2370.150,    -0.017842
  2370.200,    -0.012199
  2370.250,    -0.007045
  2370.300,    -0.007386
  2370.350,     0.000646
  2370.400,     0.001432
  2370.450,     0.004641
  2370.500,     0.001108
  2370.550,     0.000905
  2370.600,     0.006976
  2370.650,     0.006320
  2370.700,     0.000746
  2370.750,     0.002016
  2370.800,     0.013990
  2370.850,     0.016628
  2370.900,     0.016920
  2370.950,     0.016114
  2371.000,     0.013339
  2371.050,     0.014908
  2371.100,     0.019296
  2371.150,     0.020451
  2371.200,     0.018206
  2371.250,     0.013387
  2371.300,     0.010271
  2371.350,     0.019882
  2371.400,     0.008576
  2371.450,     0.012696
  2371.500,     0.013628
  2371.550,     0.014880
  2371.600,     0.010727
  2371.650,     0.013640
  2371.700,     0.013262
  2371.750,     0.015312
  2371.800,     0.004199
  2371.850,     0.006503
  2371.900,     0.015152
  2371.950,     0.017179
  2372.000,     0.016489
  2372.050,     0.020658
  2372.100,     0.017603
  2372.150,     0.020903
  2372.200,     0.031386
  2372.250,     0.026595
  2372.300,     0.030221
  2372.350,     0.033175
  2372.400,     0.042527
  2372.450,     0.045211
  2372.500,     0.054669
  2372.550,     0.058026
  2372.600,     0.061700
  2372.650,     0.066011
  2372.700,     0.068671
  2372.750,     0.068728
  2372.800,     0.079482
  2372.850,     0.078826
  2372.900,     0.086182
  2372.950,     0.082772
  2373.000,     0.085143
  2373.050,     0.088093
  2373.100,     0.097362
  2373.150,     0.091944
  2373.200,     0.102223
  2373.250,     0.105852
  2373.300,     0.107993
  2373.350,     0.108337
  2373.400,     0.115049
  2373.450,     0.110733
  2373.500,     0.117395
  2373.550,     0.115344
  2373.600,     0.123989
  2373.650,     0.124140
  2373.700,     0.134285
  2373.750,     0.129191
  2373.800,     0.126544
  2373.850,     0.132694
  2373.900,     0.133241
  2373.950,     0.133092
  2374.000,     0.137224
  2374.050,     0.141652
  2374.100,     0.132397
  2374.150,     0.129942
  2374.200,     0.129483
  2374.250,     0.136307
  2374.300,     0.139432
  2374.350,     0.146176
  2374.400,     0.141408
  2374.450,     0.139894
  2374.500,     0.139810
  2374.550,     0.144963
  2374.600,     0.147258
  2374.650,     0.138766
  2374.700,     0.131679
  2374.750,     0.143279
  2374.800,     0.146069
  2374.850,     0.137073
  2374.900,     0.144484
  2374.950,     0.143478
  2375.000,     0.143266
  2375.050,     0.146001
  2375.100,     0.145966
  2375.150,     0.135547
  2375.200,     0.138671
  2375.250,     0.133753
  2375.300,     0.130585
  2375.350,     0.130389
  2375.400,     0.133574
  2375.450,     0.138694
  2375.500,     0.128925
  2375.550,     0.127538
  2375.600,     0.122894
  2375.650,     0.124631
  2375.700,     0.128198
  2375.750,     0.129725
  2375.800,     0.122885
  2375.850,     0.119903
  2375.900,     0.115731
  2375.950,     0.121559
  2376.000,     0.116252
  2376.050,     0.122573
  2376.100,     0.115681
  2376.150,     0.106159
  2376.200,     0.102961
  2376.250,     0.118877
  2376.300,     0.111493
  2376.350,     0.113606
  2376.400,     0.099951
  2376.450,     0.106710
  2376.500,     0.114100
  2376.550,     0.103705
  2376.600,     0.098385
  2376.650,     0.101279
  2376.700,     0.090055
  2376.750,     0.095729
  2376.800,     0.091407
  2376.850,     0.091268
  2376.900,     0.077547
  2376.950,     0.074805
  2377.000,     0.078075
  2377.050,     0.080119
  2377.100,     0.073789
  2377.150,     0.078527
  2377.200,     0.078543
  2377.250,     0.074280
  2377.300,     0.066072
  2377.350,     0.068999
  2377.400,     0.064509
  2377.450,     0.060333
  2377.500,     0.052317
  2377.550,     0.052933
  2377.600,     0.047271
  2377.650,     0.048924
  2377.700,     0.047082
  2377.750,     0.036954
  2377.800,     0.029864
  2377.850,     0.033364
  2377.900,     0.032608
  2377.950,     0.036446
  2378.000,     0.028058
  2378.050,     0.031458
  2378.100,     0.021932
  2378.150,     0.033062
  2378.201,     0.026531
  2378.251,     0.028221
  2378.301,     0.029791
  2378.351,     0.028339
  2378.401,     0.025729
  2378.451,     0.019466
  2378.501,     0.018153
  2378.551,     0.037907
  2378.601,     0.036931
  2378.651,     0.029682
  2378.701,     0.017888
  2378.751,     0.019873
  2378.801,     0.026173
  2378.851,     0.016629
  2378.901,     0.022008
  2378.951,     0.013938
  2379.001,     0.005832
  2379.051,    -0.006340
  2379.101,    -0.011435
  2379.151,    -0.027273
  2379.201,    -0.038381
  2379.251,    -0.054456
  2379.301,    -0.059993
  2379.351,    -0.084328
  2379.401,    -0.096702
  2379.451,    -0.119126
  2379.501,    -0.129012
  2379.551,    -0.132576
  2379.601,    -0.134973
  2379.651,    -0.127525
  2379.701,    -0.118956
  2379.751,    -0.092988
  2379.801,    -0.060725
  2379.851,    -0.015013
  2379.901,     0.055738
  2379.951,     0.116458
  2380.001,     0.190709
  2380.051,     0.273481
  2380.101,     0.345121
  2380.151,     0.421105
  2380.201,     0.495185
  2380.251,     0.546410
  2380.301,     0.594762
  2380.351,     0.620423
  2380.401,     0.636546
  2380.451,     0.621729
  2380.501,     0.592245
  2380.551,     0.554719
  2380.601,     0.497097
  2380.651,     0.430892
  2380.701,     0.355813
  2380.751,     0.284130
  2380.801,     0.197085
  2380.851,     0.133897
  2380.901,     0.054694
  2380.951,    -0.004963
  2381.001,    -0.060273
  2381.051,    -0.103546
  2381.101,    -0.130608
  2381.151,    -0.151658
  2381.201,    -0.167962
  2381.251,    -0.188596
  2381.301,    -0.178855
  2381.351,    -0.175915
  2381.401,    -0.163361
  2381.451,    -0.145115
  2381.501,    -0.130886
  2381.551,    -0.112373
  2381.601,    -0.100528
  2381.651,    -0.077142
  2381.701,    -0.067487
  2381.751,    -0.064498
  2381.801,    -0.044542
  2381.851,    -0.045929
  2381.901,    -0.037296
  2381.951,    -0.038954
  2382.001,    -0.036109
  2382.051,    -0.034163
  2382.101,    -0.025609
  2382.151,    -0.021051
  2382.201,    -0.004648
  2382.251,     0.014411
  2382.301,     0.032950
  2382.351,     0.046754
  2382.401,     0.051328
  2382.451,     0.069849
  2382.501,     0.091359
  2382.551,     0.105767
  2382.601,     0.111811
  2382.651,     0.122063
  2382.701,     0.134969
  2382.751,     0.147261
  2382.801,     0.150137
  2382.851,     0.161086
  2382.901,     0.171813
  2382.951,     0.182285
  2383.001,     0.201268
  2383.051,     0.211006
  2383.101,     0.227432
  2383.151,     0.231060
  2383.201,     0.252119
  2383.251,     0.270938
  2383.301,     0.288429
  2383.351,     0.306641
  2383.401,     0.320761
  2383.451,     0.326396
  2383.501,     0.336482
  2383.551,     0.349788
  2383.601,     0.355039
  2383.651,     0.357339
  2383.701,     0.363703
  2383.751,     0.373820
  2383.801,     0.372262
  2383.851,     0.388257
  2383.901,     0.402406
  2383.951,     0.409576
  2384.001,     0.426218
  2384.051,     0.443994
  2384.101,     0.464551
  2384.151,     0.485642
  2384.201,     0.505916
  2384.251,     0.524504
  2384.301,     0.541836
  2384.351,     0.539103
  2384.401,     0.548827
  2384.451,     0.545603
  2384.501,     0.547689
  2384.551,     0.530227
  2384.601,     0.524806
  2384.651,     0.503853
  2384.701,     0.467379
  2384.751,     0.429898
  2384.801,     0.398490
  2384.851,     0.354230
  2384.901,     0.313791
  2384.951,     0.253638
  2385.001,     0.197691
  2385.051,     0.133880
  2385.101,     0.073274
  2385.151,     0.004736
  2385.201,    -0.062385
  2385.251,    -0.135985
  2385.301,    -0.217806
  2385.351,    -0.287603
  2385.401,    -0.362131
  2385.451,    -0.452994
  2385.501,    -0.548253
  2385.551,    -0.647307
  2385.601,    -0.766136
  2385.651,    -0.878337
  2385.701,    -1.016959
  2385.751,    -1.176747
  2385.801,    -1.356732
  2385.851,    -1.568544
  2385.901,    -1.797527
  2385.951,    -2.074691
  2386.001,    -2.401931
  2386.051,    -2.761440
  2386.101,    -3.192564
  2386.151,    -3.674774
  2386.201,    -4.245548
  2386.251,    -4.909514
  2386.301,    -5.694978
  2386.351,    -6.611594
  2386.401,    -7.689197
  2386.451,    -8.938384
  2386.501,   -10.402752
  2386.551,   -12.097901
  2386.601,   -14.081131
  2386.651,   -16.327760
  2386.701,   -18.898301
  2386.751,   -21.788857
